Model run by xnw17 using Apollo 0.3.6 on R 4.5.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : suv_lc_3c_1
Model description                           : LC model with 3 classes with indicator
Model run at                                : 2026-04-06 23:47:17.962346
Estimation method                           : bgw
Estimation diagnosis                        : Relative function convergence (favorable)
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -1.041807
     reciprocal of condition number         : 5.15334e-05
Number of individuals                       : 656
Number of rows in database                  : 3936
Number of modelled outcomes                 : 3936

Number of cores used                        :  2 
Model without mixing

LL(start)                                   : -4326.28
LL (whole model) at equal shares, LL(0)     : -5456.45
LL (whole model) at observed shares, LL(C)  : -5394.03
LL(final, whole model)                      : -4124.68
Rho-squared vs equal shares                  :  0.2441 
Adj.Rho-squared vs equal shares              :  0.236 
Rho-squared vs observed shares               :  0.2353 
Adj.Rho-squared vs observed shares           :  0.2288 
AIC                                         :  8337.36 
BIC                                         :  8613.59 

LL(0,Class_1)                    : -5456.45
LL(final,Class_1)                : -6772.92
LL(0,Class_2)                    : -5456.45
LL(final,Class_2)                : -5687.46
LL(0,Class_3)                    : -5456.45
LL(final,Class_3)                : -6307.54

Estimated parameters                        : 44
Time taken (hh:mm:ss)                       :  00:00:22.65 
     pre-estimation                         :  00:00:5.34 
     estimation                             :  00:00:1.84 
     post-estimation                        :  00:00:15.47 
Iterations                                  :  25  

Unconstrained optimisation.

Estimates:
                             Estimate        s.e.   t.rat.(0)
b_price_c                    0.000000     0.18231      -5.97832
delta_a                            NA          NA            NA
gamma_EV_benefit_a                 NA          NA            NA
gamma_EV_anxiety_a                 NA          NA            NA
gamma_hhincome_a                   NA          NA            NA
gamma_ev_charge_a                  NA          NA            NA
gamma_ev_neighbor_a                NA          NA            NA
gamma_knowledge_ev_a               NA          NA            NA
gamma_knowledge_subsidy_a          NA          NA            NA
gamma_veh_count_a                  NA          NA            NA
gamma_veh_has_bev_a                NA          NA            NA
gamma_veh_refuel_a                 NA          NA            NA
gamma_veh_range_a                  NA          NA            NA
delta_b                      0.799951     0.51513      -0.23724
gamma_EV_benefit_b           0.000000     0.20734       6.98642
gamma_EV_anxiety_b           0.369274     0.12465      -0.79892
gamma_hhincome_b             0.728655     0.03026       0.27929
gamma_ev_charge_b            0.194798     0.28106       1.28763
gamma_ev_neighbor_b          0.001715     0.33181       2.92343
gamma_knowledge_ev_b         0.657026     0.40891       0.34935
gamma_knowledge_subsidy_b    0.788643     0.40193       0.23378
gamma_veh_count_b                  NA          NA            NA
gamma_veh_has_bev_b                NA          NA            NA
gamma_veh_refuel_b           0.423183     0.03266       0.95626
gamma_veh_range_b            0.558135     0.13942      -0.55779
delta_c                      0.654267     0.51831      -0.40307
gamma_EV_benefit_c           0.040987     0.25570       1.06534
gamma_EV_anxiety_c           0.594400     0.12654       0.42799
gamma_ev_charge_c            0.981087     0.31158      -0.02085
gamma_hhincome_c             0.982907     0.03092       0.01641
gamma_ev_neighbor_c          0.026818     0.31108       2.14590
gamma_knowledge_ev_c         0.543472     0.45785      -0.38924
gamma_knowledge_subsidy_c    0.280190     0.40466      -0.96843
gamma_veh_count_c                  NA          NA            NA
gamma_veh_has_bev_c                NA          NA            NA
gamma_veh_refuel_c           0.522610     0.03535       0.68182
gamma_veh_range_c            0.132490     0.13835       1.37844
                           p(2-sided)
b_no_choice_a               4.229e-10
b_powertrainbev_a          1.0570e-04
b_powertrainhev_a          2.7391e-04
b_range_bev_a                0.384725
b_mileage_a                 1.793e-05
b_age_a                    1.1828e-04
b_operating_cost_a           0.020672
b_price_a                  5.2257e-04
b_no_choice_b                0.000000
b_powertrainbev_b            0.106745
b_powertrainhev_b           2.220e-14
b_range_bev_b               9.776e-06
b_mileage_b                 1.325e-07
b_age_b                     3.430e-10
b_operating_cost_b          1.891e-08
b_price_b                    0.000000
b_no_choice_c                0.000000
b_powertrainbev_c           3.365e-07
b_powertrainhev_c            0.883301
b_range_bev_c                0.030845
b_mileage_c                 1.167e-10
b_age_c                     6.255e-06
b_operating_cost_c           0.002705
b_price_c                   2.255e-09
delta_a                            NA
gamma_EV_benefit_a                 NA
gamma_EV_anxiety_a                 NA
gamma_hhincome_a                   NA
gamma_ev_charge_a                  NA
gamma_ev_neighbor_a                NA
gamma_knowledge_ev_a               NA
gamma_knowledge_subsidy_a          NA
gamma_veh_count_a                  NA
gamma_veh_has_bev_a                NA
gamma_veh_refuel_a                 NA
gamma_veh_range_a                  NA
delta_b                      0.812471
gamma_EV_benefit_b          2.820e-12
gamma_EV_anxiety_b           0.424336
gamma_hhincome_b             0.780025
gamma_ev_charge_b            0.197873
gamma_ev_neighbor_b          0.003462
gamma_knowledge_ev_b         0.726830
gamma_knowledge_subsidy_b    0.815156
gamma_veh_count_b                  NA
gamma_veh_has_bev_b                NA
gamma_veh_refuel_b           0.338940
gamma_veh_range_b            0.576986
delta_c                      0.686895
gamma_EV_benefit_c           0.286724
gamma_EV_anxiety_c           0.668658
gamma_ev_charge_c            0.983368
gamma_hhincome_c             0.986910
gamma_ev_neighbor_c          0.031881
gamma_knowledge_ev_c         0.697100
gamma_knowledge_subsidy_c    0.332830
gamma_veh_count_c                  NA
gamma_veh_has_bev_c                NA
gamma_veh_refuel_c           0.495356
gamma_veh_range_c            0.168066


Summary of class allocation for model component :
         Mean prob.
Class_1      0.2381
Class_2      0.4289
Class_3      0.3330


Overview of choices for MNL model component Class_1:
                                    alt1    alt2    alt3 no_choice
Times available                  3936.00 3936.00 3936.00   3936.00
Times chosen                     1056.00 1125.00 1060.00    695.00
Percentage chosen overall          26.83   28.58   26.93     17.66
Percentage chosen when available   26.83   28.58   26.93     17.66



Overview of choices for MNL model component Class_2:
                                    alt1    alt2    alt3 no_choice
Times available                  3936.00 3936.00 3936.00   3936.00
Times chosen                     1056.00 1125.00 1060.00    695.00
Percentage chosen overall          26.83   28.58   26.93     17.66
Percentage chosen when available   26.83   28.58   26.93     17.66



Overview of choices for MNL model component Class_3:
                                    alt1    alt2    alt3 no_choice
Times available                  3936.00 3936.00 3936.00   3936.00
Times chosen                     1056.00 1125.00 1060.00    695.00
Percentage chosen overall          26.83   28.58   26.93     17.66
Percentage chosen when available   26.83   28.58   26.93     17.66



Classical covariance matrix:
                                      b_no_choice_a
b_no_choice_a                              0.274137
b_powertrainbev_a                          0.140628
b_powertrainhev_a                          0.014040
b_range_bev_a                             -0.035521
b_mileage_a                                0.014585
b_age_a                                    0.007032
b_operating_cost_a                         0.069899
b_price_a                                  0.031739
b_no_choice_b                             -0.006467
b_powertrainbev_b                         -0.002949
b_powertrainhev_b                       -4.4751e-04
b_range_bev_b                            9.0319e-04
b_mileage_b                               -0.001074
b_age_b                                 -3.1245e-04
b_operating_cost_b                        -0.001865
b_price_b                                 -0.001374
b_no_choice_c                             -0.038914
b_powertrainbev_c                         -0.026274
b_powertrainhev_c                          0.005652
b_range_bev_c                              0.008211
b_mileage_c                               -0.001179
b_age_c                                 -8.3564e-04
b_operating_cost_c                        -0.010114
b_price_c                                 -0.006335
delta_b                                   -0.003768
gamma_EV_benefit_b                         0.004927
gamma_EV_anxiety_b                         0.001676
gamma_hhincome_b                        -8.0751e-04
gamma_ev_charge_b                          0.001078
gamma_ev_neighbor_b                      4.2607e-04
gamma_knowledge_ev_b                       0.017404
gamma_knowledge_subsidy_b                 -0.015241
gamma_veh_refuel_b                      -3.9407e-04
gamma_veh_range_b                          0.002242
delta_c                                   -0.003257
gamma_EV_benefit_c                         0.006610
gamma_EV_anxiety_c                         0.001990
gamma_ev_charge_c                          0.004070
gamma_hhincome_c                          -0.001029
gamma_ev_neighbor_c                      8.5013e-04
gamma_knowledge_ev_c                       0.019414
gamma_knowledge_subsidy_c                 -0.015363
gamma_veh_refuel_c                      -4.4387e-04
gamma_veh_range_c                          0.001939
                                  b_powertrainbev_a
b_no_choice_a                              0.140628
b_powertrainbev_a                          0.696206
b_powertrainhev_a                          0.024241
b_range_bev_a                             -0.246923
b_mileage_a                                0.003818
b_age_a                                    0.003132
b_operating_cost_a                         0.039408
b_price_a                                  0.018530
b_no_choice_b                             -0.024506
b_powertrainbev_b                         -0.004417
b_powertrainhev_b                          0.002622
b_range_bev_b                              0.002034
b_mileage_b                             -7.5463e-04
b_age_b                                 -2.8091e-04
b_operating_cost_b                        -0.003198
b_price_b                                 -0.006127
b_no_choice_c                             -0.024257
b_powertrainbev_c                         -0.067720
b_powertrainhev_c                         -0.001319
b_range_bev_c                              0.021443
b_mileage_c                              -8.899e-05
b_age_c                                 -4.7279e-04
b_operating_cost_c                        -0.007458
b_price_c                                 -0.001545
delta_b                                   -0.007979
gamma_EV_benefit_b                         0.004031
gamma_EV_anxiety_b                      -3.4997e-04
gamma_hhincome_b                          6.820e-05
gamma_ev_charge_b                         -0.003386
gamma_ev_neighbor_b                        0.009440
gamma_knowledge_ev_b                       0.008250
gamma_knowledge_subsidy_b                 -0.012454
gamma_veh_refuel_b                      -4.7381e-04
gamma_veh_range_b                        1.6037e-04
delta_c                                   -0.007134
gamma_EV_benefit_c                       5.8439e-04
gamma_EV_anxiety_c                      -6.7939e-04
gamma_ev_charge_c                         -0.002024
gamma_hhincome_c                        -2.7122e-04
gamma_ev_neighbor_c                        0.006488
gamma_knowledge_ev_c                       0.007826
gamma_knowledge_subsidy_c                 -0.011062
gamma_veh_refuel_c                       4.0270e-04
gamma_veh_range_c                        4.5903e-04
                                  b_powertrainhev_a
b_no_choice_a                              0.014040
b_powertrainbev_a                          0.024241
b_powertrainhev_a                          0.049490
b_range_bev_a                              0.001237
b_mileage_a                             -8.3016e-04
b_age_a                                  1.2057e-04
b_operating_cost_a                      -9.9028e-04
b_price_a                               -6.8559e-04
b_no_choice_b                             -0.013863
b_powertrainbev_b                         -0.001398
b_powertrainhev_b                        3.6806e-04
b_range_bev_b                            3.9030e-04
b_mileage_b                              -4.987e-06
b_age_b                                   4.972e-05
b_operating_cost_b                      -7.3076e-04
b_price_b                                 -0.001574
b_no_choice_c                              0.003493
b_powertrainbev_c                         -0.001426
b_powertrainhev_c                         -0.012527
b_range_bev_c                             -0.002651
b_mileage_c                              8.2703e-04
b_age_c                                  1.8977e-04
b_operating_cost_c                         0.002154
b_price_c                                  0.004306
delta_b                                  9.5941e-04
gamma_EV_benefit_b                        -0.005016
gamma_EV_anxiety_b                        -0.001779
gamma_hhincome_b                         5.3229e-04
gamma_ev_charge_b                          0.001804
gamma_ev_neighbor_b                        0.003821
gamma_knowledge_ev_b                      -0.009892
gamma_knowledge_subsidy_b                8.8335e-04
gamma_veh_refuel_b                        3.168e-06
gamma_veh_range_b                         -0.002526
delta_c                                    0.007151
gamma_EV_benefit_c                        -0.007923
gamma_EV_anxiety_c                        -0.002983
gamma_ev_charge_c                       -9.8329e-04
gamma_hhincome_c                         6.0501e-04
gamma_ev_neighbor_c                        0.003116
gamma_knowledge_ev_c                      -0.013612
gamma_knowledge_subsidy_c                  0.003234
gamma_veh_refuel_c                       -1.141e-05
gamma_veh_range_c                         -0.003521
                                      b_range_bev_a
b_no_choice_a                             -0.035521
b_powertrainbev_a                         -0.246923
b_powertrainhev_a                          0.001237
b_range_bev_a                              0.099398
b_mileage_a                               -0.001058
b_age_a                                 -9.7748e-04
b_operating_cost_a                        -0.007065
b_price_a                                 -0.008225
b_no_choice_b                              0.002556
b_powertrainbev_b                          0.001640
b_powertrainhev_b                       -2.6286e-04
b_range_bev_b                           -7.6366e-04
b_mileage_b                              2.0135e-04
b_age_b                                  1.2624e-04
b_operating_cost_b                       8.1636e-04
b_price_b                                  0.001909
b_no_choice_c                              0.014231
b_powertrainbev_c                          0.024529
b_powertrainhev_c                         -0.004452
b_range_bev_c                             -0.009315
b_mileage_c                              2.7170e-04
b_age_c                                  2.2814e-04
b_operating_cost_c                         0.003638
b_price_c                                  0.002080
delta_b                                  2.7865e-04
gamma_EV_benefit_b                        -0.003241
gamma_EV_anxiety_b                      -4.2384e-04
gamma_hhincome_b                         3.3687e-04
gamma_ev_charge_b                          0.002423
gamma_ev_neighbor_b                       -0.002310
gamma_knowledge_ev_b                      -0.008825
gamma_knowledge_subsidy_b                  0.006798
gamma_veh_refuel_b                        1.660e-05
gamma_veh_range_b                       -1.5967e-04
delta_c                                    0.003714
gamma_EV_benefit_c                        -0.004276
gamma_EV_anxiety_c                      -4.5926e-04
gamma_ev_charge_c                         7.273e-05
gamma_hhincome_c                         3.9641e-04
gamma_ev_neighbor_c                       -0.001694
gamma_knowledge_ev_c                      -0.008762
gamma_knowledge_subsidy_c                  0.006353
gamma_veh_refuel_c                      -3.3127e-04
gamma_veh_range_c                       -5.3084e-04
                                        b_mileage_a
b_no_choice_a                              0.014585
b_powertrainbev_a                          0.003818
b_powertrainhev_a                       -8.3016e-04
b_range_bev_a                             -0.001058
b_mileage_a                                0.003218
b_age_a                                  2.4654e-04
b_operating_cost_a                         0.001782
b_price_a                                 4.022e-05
b_no_choice_b                           -4.0715e-04
b_powertrainbev_b                        1.5982e-04
b_powertrainhev_b                         8.893e-05
b_range_bev_b                            -1.079e-05
b_mileage_b                             -1.0937e-04
b_age_b                                  -2.782e-05
b_operating_cost_b                      -1.9427e-04
b_price_b                                -4.066e-05
b_no_choice_c                             -0.001774
b_powertrainbev_c                       -3.2385e-04
b_powertrainhev_c                          0.001357
b_range_bev_c                            3.2752e-04
b_mileage_c                             -3.8382e-04
b_age_c                                  -1.735e-05
b_operating_cost_c                      -4.3796e-04
b_price_c                               -2.0243e-04
delta_b                                   -0.001400
gamma_EV_benefit_b                       3.9808e-04
gamma_EV_anxiety_b                       3.5061e-04
gamma_hhincome_b                          8.027e-06
gamma_ev_charge_b                       -1.8395e-04
gamma_ev_neighbor_b                     -2.8428e-04
gamma_knowledge_ev_b                       0.001453
gamma_knowledge_subsidy_b                1.9049e-04
gamma_veh_refuel_b                       -3.175e-05
gamma_veh_range_b                        1.2491e-04
delta_c                                   -0.001882
gamma_EV_benefit_c                       5.3295e-04
gamma_EV_anxiety_c                       4.6022e-04
gamma_ev_charge_c                        1.0595e-04
gamma_hhincome_c                          1.043e-05
gamma_ev_neighbor_c                     -1.9345e-04
gamma_knowledge_ev_c                       0.001729
gamma_knowledge_subsidy_c                1.0019e-04
gamma_veh_refuel_c                        5.229e-06
gamma_veh_range_c                        1.4703e-04
                                            b_age_a
b_no_choice_a                              0.007032
b_powertrainbev_a                          0.003132
b_powertrainhev_a                        1.2057e-04
b_range_bev_a                           -9.7748e-04
b_mileage_a                              2.4654e-04
b_age_a                                  9.4112e-04
b_operating_cost_a                       9.2379e-04
b_price_a                                1.9661e-04
b_no_choice_b                           -2.0411e-04
b_powertrainbev_b                        -7.435e-05
b_powertrainhev_b                         4.080e-05
b_range_bev_b                             3.807e-05
b_mileage_b                              -3.022e-05
b_age_b                                  -1.876e-05
b_operating_cost_b                       -6.312e-05
b_price_b                                -5.040e-05
b_no_choice_c                             -0.001179
b_powertrainbev_c                       -6.9348e-04
b_powertrainhev_c                        2.3679e-04
b_range_bev_c                            2.8022e-04
b_mileage_c                              -5.579e-05
b_age_c                                 -1.0447e-04
b_operating_cost_c                       -9.422e-05
b_price_c                               -1.9099e-04
delta_b                                 -6.2836e-04
gamma_EV_benefit_b                       2.4612e-04
gamma_EV_anxiety_b                        6.958e-05
gamma_hhincome_b                          2.003e-05
gamma_ev_charge_b                       -1.0826e-04
gamma_ev_neighbor_b                       4.200e-05
gamma_knowledge_ev_b                     6.7277e-04
gamma_knowledge_subsidy_b               -4.8519e-04
gamma_veh_refuel_b                       -2.659e-05
gamma_veh_range_b                         9.996e-05
delta_c                                 -7.3697e-04
gamma_EV_benefit_c                       2.8196e-04
gamma_EV_anxiety_c                       1.0344e-04
gamma_ev_charge_c                        -8.633e-05
gamma_hhincome_c                          2.160e-05
gamma_ev_neighbor_c                       1.848e-05
gamma_knowledge_ev_c                     7.2932e-04
gamma_knowledge_subsidy_c               -3.1057e-04
gamma_veh_refuel_c                       -4.984e-05
gamma_veh_range_c                        1.5044e-04
                                 b_operating_cost_a
b_no_choice_a                              0.069899
b_powertrainbev_a                          0.039408
b_powertrainhev_a                       -9.9028e-04
b_range_bev_a                             -0.007065
b_mileage_a                                0.001782
b_age_a                                  9.2379e-04
b_operating_cost_a                         0.043686
b_price_a                                  0.002703
b_no_choice_b                            1.9067e-04
b_powertrainbev_b                       -3.1348e-04
b_powertrainhev_b                       -2.1410e-04
b_range_bev_b                            1.3851e-04
b_mileage_b                             -2.7689e-04
b_age_b                                  -9.450e-05
b_operating_cost_b                      -5.1118e-04
b_price_b                               -1.0345e-04
b_no_choice_c                             -0.019205
b_powertrainbev_c                         -0.011848
b_powertrainhev_c                          0.006062
b_range_bev_c                              0.003503
b_mileage_c                             -4.9508e-04
b_age_c                                 -1.3430e-04
b_operating_cost_c                        -0.006785
b_price_c                                 -0.001893
delta_b                                   -0.004279
gamma_EV_benefit_b                         0.001833
gamma_EV_anxiety_b                       7.7481e-04
gamma_hhincome_b                        -4.0153e-04
gamma_ev_charge_b                          0.001552
gamma_ev_neighbor_b                       -0.002403
gamma_knowledge_ev_b                       0.004844
gamma_knowledge_subsidy_b                 -0.004268
gamma_veh_refuel_b                        6.711e-05
gamma_veh_range_b                          0.001383
delta_c                                   -0.006682
gamma_EV_benefit_c                         0.003067
gamma_EV_anxiety_c                       9.1389e-04
gamma_ev_charge_c                          0.004606
gamma_hhincome_c                        -4.9123e-04
gamma_ev_neighbor_c                       -0.003038
gamma_knowledge_ev_c                       0.006867
gamma_knowledge_subsidy_c                 -0.005205
gamma_veh_refuel_c                       2.6839e-04
gamma_veh_range_c                        9.7648e-04
                                          b_price_a
b_no_choice_a                              0.031739
b_powertrainbev_a                          0.018530
b_powertrainhev_a                       -6.8559e-04
b_range_bev_a                             -0.008225
b_mileage_a                               4.022e-05
b_age_a                                  1.9661e-04
b_operating_cost_a                         0.002703
b_price_a                                  0.010392
b_no_choice_b                              0.001688
b_powertrainbev_b                       -1.5534e-04
b_powertrainhev_b                       -4.3696e-04
b_range_bev_b                             7.702e-05
b_mileage_b                              -5.911e-05
b_age_b                                  -2.499e-05
b_operating_cost_b                       1.0999e-04
b_price_b                                -2.642e-05
b_no_choice_c                             -0.008649
b_powertrainbev_c                         -0.005300
b_powertrainhev_c                          0.002481
b_range_bev_c                              0.002157
b_mileage_c                              1.2250e-04
b_age_c                                  -8.010e-05
b_operating_cost_c                        -0.001749
b_price_c                                 -0.002407
delta_b                                    0.001514
gamma_EV_benefit_b                         0.001431
gamma_EV_anxiety_b                       2.5770e-04
gamma_hhincome_b                        -3.2532e-04
gamma_ev_charge_b                         8.347e-05
gamma_ev_neighbor_b                      5.1366e-04
gamma_knowledge_ev_b                       0.003950
gamma_knowledge_subsidy_b                 -0.004160
gamma_veh_refuel_b                       -6.661e-05
gamma_veh_range_b                        3.1140e-04
delta_c                                  9.4817e-04
gamma_EV_benefit_c                         0.002449
gamma_EV_anxiety_c                       4.3764e-04
gamma_ev_charge_c                        9.8293e-04
gamma_hhincome_c                        -4.0436e-04
gamma_ev_neighbor_c                      7.9489e-04
gamma_knowledge_ev_c                       0.004774
gamma_knowledge_subsidy_c                 -0.004607
gamma_veh_refuel_c                       -9.309e-05
gamma_veh_range_c                        4.0209e-04
                                      b_no_choice_b
b_no_choice_a                             -0.006467
b_powertrainbev_a                         -0.024506
b_powertrainhev_a                         -0.013863
b_range_bev_a                              0.002556
b_mileage_a                             -4.0715e-04
b_age_a                                 -2.0411e-04
b_operating_cost_a                       1.9067e-04
b_price_a                                  0.001688
b_no_choice_b                              0.129926
b_powertrainbev_b                          0.027247
b_powertrainhev_b                          0.001352
b_range_bev_b                             -0.005641
b_mileage_b                                0.005018
b_age_b                                    0.001979
b_operating_cost_b                         0.024101
b_price_b                                  0.017461
b_no_choice_c                             -0.042720
b_powertrainbev_c                         -0.021934
b_powertrainhev_c                          0.006580
b_range_bev_c                              0.008769
b_mileage_c                               -0.001875
b_age_c                                 -8.4464e-04
b_operating_cost_c                        -0.006919
b_price_c                                 -0.007419
delta_b                                  9.3907e-04
gamma_EV_benefit_b                         0.005904
gamma_EV_anxiety_b                        7.879e-05
gamma_hhincome_b                        -5.4398e-04
gamma_ev_charge_b                          0.001191
gamma_ev_neighbor_b                       -0.001578
gamma_knowledge_ev_b                       0.002482
gamma_knowledge_subsidy_b                 -0.001734
gamma_veh_refuel_b                       5.4330e-04
gamma_veh_range_b                          0.001111
delta_c                                  3.8760e-04
gamma_EV_benefit_c                         0.005602
gamma_EV_anxiety_c                         0.001486
gamma_ev_charge_c                        -6.091e-05
gamma_hhincome_c                        -4.2997e-04
gamma_ev_neighbor_c                       -0.001449
gamma_knowledge_ev_c                       0.010660
gamma_knowledge_subsidy_c                 -0.001646
gamma_veh_refuel_c                      -1.4540e-04
gamma_veh_range_c                        4.3841e-04
                                  b_powertrainbev_b
b_no_choice_a                             -0.002949
b_powertrainbev_a                         -0.004417
b_powertrainhev_a                         -0.001398
b_range_bev_a                              0.001640
b_mileage_a                              1.5982e-04
b_age_a                                  -7.435e-05
b_operating_cost_a                      -3.1348e-04
b_price_a                               -1.5534e-04
b_no_choice_b                              0.027247
b_powertrainbev_b                          0.088290
b_powertrainhev_b                          0.005520
b_range_bev_b                             -0.027104
b_mileage_b                              4.4181e-04
b_age_b                                   4.549e-05
b_operating_cost_b                         0.008426
b_price_b                                  0.003152
b_no_choice_c                              0.003443
b_powertrainbev_c                          0.009794
b_powertrainhev_c                          0.006325
b_range_bev_c                              0.001882
b_mileage_c                              7.0629e-04
b_age_c                                  1.8147e-04
b_operating_cost_c                        -0.001068
b_price_c                                 -0.002500
delta_b                                   -0.007438
