Model run by xnw17 using Apollo 0.3.6 on R 4.5.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : rangeloss_car_suv_lc_3c_1
Model description                           : LC model with 3 classes with indicator
Model run at                                : 2026-04-15 16:13:58.826572
Estimation method                           : bgw
Estimation diagnosis                        : Relative function convergence (favorable)
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -1.040242
     reciprocal of condition number         : 2.71649e-06
Number of individuals                       : 1374
Number of rows in database                  : 8244
Number of modelled outcomes                 : 8244

Number of cores used                        :  2 
Model without mixing

LL(start)                                   : -13783.5
LL (whole model) at equal shares, LL(0)     : -11428.61
LL (whole model) at observed shares, LL(C)  : -11417.8
LL(final, whole model)                      : -8181.71
Rho-squared vs equal shares                  :  0.2841 
Adj.Rho-squared vs equal shares              :  0.2809 
Rho-squared vs observed shares               :  0.2834 
Adj.Rho-squared vs observed shares           :  0.281 
AIC                                         :  16437.42 
BIC                                         :  16697.05 

LL(0,Class_1)                    : -11428.61
LL(final,Class_1)                : -10451.91
LL(0,Class_2)                    : -11428.61
LL(final,Class_2)                : -28575.71
LL(0,Class_3)                    : -11428.61
LL(final,Class_3)                : -13550.83

Estimated parameters                        : 37
Time taken (hh:mm:ss)                       :  00:00:36.51 
     pre-estimation                         :  00:00:5.48 
     estimation                             :  00:00:3.71 
     post-estimation                        :  00:00:27.31 
Iterations                                  :  29  

Unconstrained optimisation.

Estimates:
                                 Estimate        s.e.   t.rat.(0)
gamma_ev_charge_b               -0.074711    0.220636    -0.33862
gamma_evb_environment_agree_b   -1.226495    0.217892    -5.62892
gamma_evb_function_disagree_b   -0.857960    0.328589    -2.61105
gamma_veh_range_b                0.178093    0.100699     1.76856
delta_c                          0.912435    0.317980     2.86948
gamma_EV_rangeanxiety_c         -0.032747    0.194963    -0.16797
gamma_hhincome_c                 0.001182    0.013339     0.08859
gamma_ev_charge_c                0.523940    0.158353     3.30868
gamma_evb_environment_agree_c   -0.037082    0.157152    -0.23596
gamma_evb_function_disagree_c    0.425271    0.181022     2.34928
gamma_veh_range_c               -0.118877    0.069793    -1.70327
gamma_suv_a                      0.000000          NA          NA
gamma_suv_b                      0.223104    0.210175     1.06152
gamma_suv_c                     -0.063798    0.154342    -0.41335
                               p(2-sided)    Rob.s.e. Rob.t.rat.(0)
b_no_choice_a                    0.000000    0.342018      -8.99926
b_mileage_a                     1.247e-11    0.035685      -6.09562
b_range_year0_a                  0.000000    0.128755       7.85975
b_degradation_a                  0.000000    0.005487     -10.70654
b_packreplace_a                 8.855e-08    0.136491      -4.05373
b_cellreplace_a                 6.820e-08    0.133565      -4.20337
b_price_a                        0.000000    0.125971      -9.28675
b_no_choice_b                    0.614420    1.012150      -0.46384
b_mileage_b                      0.001007    0.200427      -2.73182
b_range_year0_b                  0.003222    0.566744       1.84501
b_degradation_b                 3.637e-05    0.028992      -3.26172
b_packreplace_b                  0.026426    0.491825      -1.94566
b_cellreplace_b                  0.013333    0.572059      -2.07661
b_price_b                        0.035504    0.804995      -1.10991
b_no_choice_c                    0.000000    0.300162     -18.88527
b_mileage_c                      0.000000    0.019151      -8.40558
b_range_year0_c                  0.000000    0.067351      10.51604
b_degradation_c                  0.000000    0.002684     -17.34055
b_packreplace_c                1.1632e-04    0.059649      -3.31021
b_cellreplace_c                 7.187e-05    0.058000      -3.47355
b_price_c                        0.000000    0.053339     -14.72156
delta_a                                NA          NA            NA
gamma_EV_rangeanxiety_a                NA          NA            NA
gamma_hhincome_a                       NA          NA            NA
gamma_ev_charge_a                      NA          NA            NA
gamma_evb_environment_agree_a          NA          NA            NA
gamma_evb_function_disagree_a          NA          NA            NA
gamma_veh_range_a                      NA          NA            NA
delta_b                          0.001819    0.514708      -2.99068
gamma_EV_rangeanxiety_b          0.002183    0.366336       2.99597
gamma_hhincome_b                 0.514324    0.021355      -0.57847
gamma_ev_charge_b                0.734898    0.227467      -0.32845
gamma_evb_environment_agree_b   1.813e-08    0.243964      -5.02737
gamma_evb_function_disagree_b    0.009027    0.343121      -2.50046
gamma_veh_range_b                0.076967    0.106990       1.66457
delta_c                          0.004112    0.315395       2.89300
gamma_EV_rangeanxiety_c          0.866611    0.196246      -0.16687
gamma_hhincome_c                 0.929410    0.013940       0.08477
gamma_ev_charge_c              9.3737e-04    0.161530       3.24360
gamma_evb_environment_agree_c    0.813461    0.169632      -0.21860
gamma_evb_function_disagree_c    0.018810    0.183347       2.31949
gamma_veh_range_c                0.088517    0.068060      -1.74665
gamma_suv_a                            NA          NA            NA
gamma_suv_b                      0.288456    0.210504       1.05986
gamma_suv_c                      0.679350    0.154042      -0.41416
                               p(2-sided)
b_no_choice_a                    0.000000
b_mileage_a                     1.090e-09
b_range_year0_a                 3.775e-15
b_degradation_a                  0.000000
b_packreplace_a                 5.041e-05
b_cellreplace_a                 2.630e-05
b_price_a                        0.000000
b_no_choice_b                    0.642764
b_mileage_b                      0.006298
b_range_year0_b                  0.065036
b_degradation_b                  0.001107
b_packreplace_b                  0.051696
b_cellreplace_b                  0.037838
b_price_b                        0.267038
b_no_choice_c                    0.000000
b_mileage_c                      0.000000
b_range_year0_c                  0.000000
b_degradation_c                  0.000000
b_packreplace_c                9.3227e-04
b_cellreplace_c                5.1361e-04
b_price_c                        0.000000
delta_a                                NA
gamma_EV_rangeanxiety_a                NA
gamma_hhincome_a                       NA
gamma_ev_charge_a                      NA
gamma_evb_environment_agree_a          NA
gamma_evb_function_disagree_a          NA
gamma_veh_range_a                      NA
delta_b                          0.002784
gamma_EV_rangeanxiety_b          0.002736
gamma_hhincome_b                 0.562945
gamma_ev_charge_b                0.742573
gamma_evb_environment_agree_b   4.973e-07
gamma_evb_function_disagree_b    0.012403
gamma_veh_range_b                0.095998
delta_c                          0.003816
gamma_EV_rangeanxiety_c          0.867474
gamma_hhincome_c                 0.932445
gamma_ev_charge_c                0.001180
gamma_evb_environment_agree_c    0.826958
gamma_evb_function_disagree_c    0.020369
gamma_veh_range_c                0.080699
gamma_suv_a                            NA
gamma_suv_b                      0.289210
gamma_suv_c                      0.678760


Summary of class allocation for model component :
         Mean prob.
Class_1      0.2648
Class_2      0.1352
Class_3      0.6000


Overview of choices for MNL model component Class_1:
                                    alt1    alt2    alt3 no_choice
Times available                  8244.00 8244.00 8244.00   8244.00
Times chosen                     2007.00 2220.00 2083.00   1934.00
Percentage chosen overall          24.34   26.93   25.27     23.46
Percentage chosen when available   24.34   26.93   25.27     23.46



Overview of choices for MNL model component Class_2:
                                    alt1    alt2    alt3 no_choice
Times available                  8244.00 8244.00 8244.00   8244.00
Times chosen                     2007.00 2220.00 2083.00   1934.00
Percentage chosen overall          24.34   26.93   25.27     23.46
Percentage chosen when available   24.34   26.93   25.27     23.46



Overview of choices for MNL model component Class_3:
                                    alt1    alt2    alt3 no_choice
Times available                  8244.00 8244.00 8244.00   8244.00
Times chosen                     2007.00 2220.00 2083.00   1934.00
Percentage chosen overall          24.34   26.93   25.27     23.46
Percentage chosen when available   24.34   26.93   25.27     23.46



Classical covariance matrix:
                                              b_no_choice_a
b_no_choice_a                                      0.075369
b_mileage_a                                        0.004787
b_range_year0_a                                    0.003748
b_degradation_a                                  5.0930e-04
b_packreplace_a                                    0.005381
b_cellreplace_a                                    0.006595
b_price_a                                          0.011177
b_no_choice_b                                     -0.004364
b_mileage_b                                       -0.005885
b_range_year0_b                                   -0.001861
b_degradation_b                                 -6.5263e-04
b_packreplace_b                                   -0.006380
b_cellreplace_b                                 -9.9075e-04
b_price_b                                          0.010647
b_no_choice_c                                      0.002655
b_mileage_c                                     -4.3754e-04
b_range_year0_c                                  4.9525e-04
b_degradation_c                                  -7.019e-05
b_packreplace_c                                 -7.9914e-04
b_cellreplace_c                                   -0.001058
b_price_c                                         -0.001229
delta_b                                         -3.5334e-04
gamma_EV_rangeanxiety_b                            0.001628
gamma_hhincome_b                                 -5.897e-05
gamma_ev_charge_b                                3.3520e-04
gamma_evb_environment_agree_b                      0.001213
gamma_evb_function_disagree_b                   -9.9454e-04
gamma_veh_range_b                                2.7413e-04
delta_c                                            0.006905
gamma_EV_rangeanxiety_c                            0.001016
gamma_hhincome_c                                -2.1275e-04
gamma_ev_charge_c                                 -0.001868
gamma_evb_environment_agree_c                      0.002237
gamma_evb_function_disagree_c                     -0.001945
gamma_veh_range_c                                3.2626e-04
gamma_suv_b                                     -2.6236e-04
gamma_suv_c                                       -0.002696
                                                b_mileage_a
b_no_choice_a                                      0.004787
b_mileage_a                                        0.001031
b_range_year0_a                                 -1.0907e-04
b_degradation_a                                   1.320e-05
b_packreplace_a                                  3.3275e-04
b_cellreplace_a                                  3.3786e-04
b_price_a                                        2.4181e-04
b_no_choice_b                                   -3.4202e-04
b_mileage_b                                     -4.2382e-04
b_range_year0_b                                 -3.6294e-04
b_degradation_b                                   3.418e-06
b_packreplace_b                                   8.946e-05
b_cellreplace_b                                  6.9931e-04
b_price_b                                        8.5597e-04
b_no_choice_c                                   -4.2779e-04
b_mileage_c                                      -7.916e-05
b_range_year0_c                                   8.145e-06
b_degradation_c                                  -6.309e-07
b_packreplace_c                                  -4.235e-05
b_cellreplace_c                                  -4.270e-05
b_price_c                                        -3.560e-05
delta_b                                         -1.0081e-04
gamma_EV_rangeanxiety_b                          2.7877e-04
gamma_hhincome_b                                  2.044e-05
gamma_ev_charge_b                                 5.687e-05
gamma_evb_environment_agree_b                   -1.7702e-04
gamma_evb_function_disagree_b                    -8.861e-05
gamma_veh_range_b                                -6.864e-05
delta_c                                          -9.950e-05
gamma_EV_rangeanxiety_c                          1.8494e-04
gamma_hhincome_c                                  1.052e-05
gamma_ev_charge_c                                 3.354e-05
gamma_evb_environment_agree_c                    -9.225e-05
gamma_evb_function_disagree_c                   -1.9400e-04
gamma_veh_range_c                                -2.161e-05
gamma_suv_b                                      1.9219e-04
gamma_suv_c                                      1.6942e-04
                                            b_range_year0_a
b_no_choice_a                                      0.003748
b_mileage_a                                     -1.0907e-04
b_range_year0_a                                    0.007068
b_degradation_a                                   1.510e-05
b_packreplace_a                                 -1.6474e-04
b_cellreplace_a                                 -1.3265e-04
b_price_a                                         -0.003632
b_no_choice_b                                      0.007804
b_mileage_b                                     -2.8251e-04
b_range_year0_b                                   -0.003371
b_degradation_b                                  1.1072e-04
b_packreplace_b                                   -0.001453
b_cellreplace_b                                    0.003707
b_price_b                                          0.007483
b_no_choice_c                                    8.5312e-04
b_mileage_c                                       4.101e-05
b_range_year0_c                                 -5.9592e-04
b_degradation_c                                   3.193e-06
b_packreplace_c                                  -5.416e-05
b_cellreplace_c                                  -6.658e-05
b_price_c                                        3.3785e-04
delta_b                                           5.740e-05
gamma_EV_rangeanxiety_b                            0.001709
gamma_hhincome_b                                  8.785e-05
gamma_ev_charge_b                                2.4001e-04
gamma_evb_environment_agree_b                     -0.001555
gamma_evb_function_disagree_b                      0.001104
gamma_veh_range_b                               -3.2800e-04
delta_c                                            0.001475
gamma_EV_rangeanxiety_c                          7.3310e-04
gamma_hhincome_c                                  6.238e-06
gamma_ev_charge_c                                3.3487e-04
gamma_evb_environment_agree_c                     -0.001262
gamma_evb_function_disagree_c                    3.7344e-04
gamma_veh_range_c                               -2.1491e-04
gamma_suv_b                                      -6.944e-05
gamma_suv_c                                       -0.001745
                                            b_degradation_a
b_no_choice_a                                    5.0930e-04
b_mileage_a                                       1.320e-05
b_range_year0_a                                   1.510e-05
b_degradation_a                                   1.402e-05
b_packreplace_a                                   4.549e-05
b_cellreplace_a                                   4.219e-05
b_price_a                                         2.898e-05
b_no_choice_b                                   -1.9651e-04
b_mileage_b                                      -2.049e-05
b_range_year0_b                                  -8.580e-05
b_degradation_b                                  -1.002e-05
b_packreplace_b                                  -3.868e-05
b_cellreplace_b                                  -8.283e-05
b_price_b                                        1.0702e-04
b_no_choice_c                                    -6.891e-05
b_mileage_c                                      -9.703e-08
b_range_year0_c                                  -6.617e-08
b_degradation_c                                  -1.614e-06
b_packreplace_c                                  -5.388e-06
b_cellreplace_c                                  -4.148e-06
b_price_c                                        -1.829e-06
delta_b                                          -1.077e-05
gamma_EV_rangeanxiety_b                           5.206e-06
gamma_hhincome_b                                  1.079e-06
gamma_ev_charge_b                                 2.690e-05
gamma_evb_environment_agree_b                    -7.669e-06
gamma_evb_function_disagree_b                    -7.856e-06
gamma_veh_range_b                                -3.017e-06
delta_c                                          -2.743e-05
gamma_EV_rangeanxiety_c                           6.470e-06
gamma_hhincome_c                                  1.087e-06
gamma_ev_charge_c                                 1.321e-05
gamma_evb_environment_agree_c                     1.456e-05
gamma_evb_function_disagree_c                    -4.607e-07
gamma_veh_range_c                                 2.979e-07
gamma_suv_b                                       8.101e-06
gamma_suv_c                                       1.482e-05
                                            b_packreplace_a
b_no_choice_a                                      0.005381
b_mileage_a                                      3.3275e-04
b_range_year0_a                                 -1.6474e-04
b_degradation_a                                   4.549e-05
b_packreplace_a                                    0.010701
b_cellreplace_a                                    0.005534
b_price_a                                       -1.4783e-04
b_no_choice_b                                     -0.001065
b_mileage_b                                      4.5854e-04
b_range_year0_b                                   -0.002621
b_degradation_b                                  -7.262e-05
b_packreplace_b                                   -0.003454
b_cellreplace_b                                   -0.001064
b_price_b                                          0.002962
b_no_choice_c                                     -0.004042
b_mileage_c                                      -2.207e-06
b_range_year0_c                                 -1.9782e-04
b_degradation_c                                   3.248e-07
b_packreplace_c                                 -9.6226e-04
b_cellreplace_c                                 -5.8086e-04
b_price_c                                        1.9628e-04
delta_b                                          7.9626e-04
gamma_EV_rangeanxiety_b                          -6.538e-05
gamma_hhincome_b                                  6.930e-05
gamma_ev_charge_b                               -1.4047e-04
gamma_evb_environment_agree_b                   -5.2809e-04
gamma_evb_function_disagree_b                   -3.4571e-04
gamma_veh_range_b                               -5.3070e-04
delta_c                                         -5.5021e-04
gamma_EV_rangeanxiety_c                         -2.4344e-04
gamma_hhincome_c                                  6.041e-05
gamma_ev_charge_c                                 6.393e-05
gamma_evb_environment_agree_c                   -3.9750e-04
gamma_evb_function_disagree_c                   -3.1277e-04
gamma_veh_range_c                               -3.4053e-04
gamma_suv_b                                      1.6014e-04
gamma_suv_c                                      3.0071e-04
                                            b_cellreplace_a
b_no_choice_a                                      0.006595
b_mileage_a                                      3.3786e-04
b_range_year0_a                                 -1.3265e-04
b_degradation_a                                   4.219e-05
b_packreplace_a                                    0.005534
b_cellreplace_a                                    0.010826
b_price_a                                        2.8061e-04
b_no_choice_b                                     -0.002977
b_mileage_b                                      4.8238e-04
b_range_year0_b                                   -0.002417
b_degradation_b                                 -1.0724e-04
b_packreplace_b                                   -0.002066
b_cellreplace_b                                   -0.003581
b_price_b                                          0.002164
b_no_choice_c                                     -0.003226
b_mileage_c                                      -1.745e-05
b_range_year0_c                                  -9.852e-05
b_degradation_c                                   5.554e-07
b_packreplace_c                                 -5.9874e-04
b_cellreplace_c                                 -9.4086e-04
b_price_c                                        1.1793e-04
delta_b                                          8.9656e-04
gamma_EV_rangeanxiety_b                          -8.562e-05
gamma_hhincome_b                                  4.277e-05
gamma_ev_charge_b                                 5.148e-05
gamma_evb_environment_agree_b                   -5.3653e-04
gamma_evb_function_disagree_b                     -0.001097
gamma_veh_range_b                               -2.7161e-04
delta_c                                          -9.245e-05
gamma_EV_rangeanxiety_c                         -2.3897e-04
gamma_hhincome_c                                  4.327e-05
gamma_ev_charge_c                                 5.490e-05
gamma_evb_environment_agree_c                   -4.1913e-04
gamma_evb_function_disagree_c                     -0.001110
gamma_veh_range_c                               -1.3501e-04
gamma_suv_b                                     -5.0960e-04
gamma_suv_c                                     -4.2982e-04
                                                  b_price_a
b_no_choice_a                                      0.011177
b_mileage_a                                      2.4181e-04
b_range_year0_a                                   -0.003632
b_degradation_a                                   2.898e-05
b_packreplace_a                                 -1.4783e-04
b_cellreplace_a                                  2.8061e-04
b_price_a                                          0.006904
b_no_choice_b                                     -0.001989
b_mileage_b                                     -7.0762e-04
b_range_year0_b                                    0.003915
b_degradation_b                                  -3.381e-05
b_packreplace_b                                    0.001031
b_cellreplace_b                                 -7.6503e-04
b_price_b                                         -0.004259
b_no_choice_c                                     -0.002273
b_mileage_c                                      -1.819e-05
b_range_year0_c                                  4.3375e-04
b_degradation_c                                  -1.375e-06
b_packreplace_c                                  1.5387e-04
b_cellreplace_c                                   6.205e-05
b_price_c                                       -4.7366e-04
delta_b                                           -0.001015
gamma_EV_rangeanxiety_b                         -5.6859e-04
gamma_hhincome_b                                 -9.820e-05
gamma_ev_charge_b                               -2.5553e-04
gamma_evb_environment_agree_b                      0.001515
gamma_evb_function_disagree_b                   -1.4868e-04
gamma_veh_range_b                                4.1394e-04
delta_c                                         -4.5381e-04
gamma_EV_rangeanxiety_c                           4.533e-07
gamma_hhincome_c                                -1.0460e-04
gamma_ev_charge_c                               -5.9920e-04
gamma_evb_environment_agree_c                      0.001271
gamma_evb_function_disagree_c                   -2.6364e-04
gamma_veh_range_c                                2.7847e-04
gamma_suv_b                                     -2.0960e-04
gamma_suv_c                                     -3.7045e-04
                                              b_no_choice_b
b_no_choice_a                                     -0.004364
b_mileage_a                                     -3.4202e-04
b_range_year0_a                                    0.007804
b_degradation_a                                 -1.9651e-04
b_packreplace_a                                   -0.001065
b_cellreplace_a                                   -0.002977
b_price_a                                         -0.001989
b_no_choice_b                                      0.868462
b_mileage_b                                        0.087468
b_range_year0_b                                    0.004792
b_degradation_b                                    0.010071
b_packreplace_b                                    0.083658
b_cellreplace_b                                    0.163189
b_price_b                                          0.148534
b_no_choice_c                                     -0.004949
b_mileage_c                                      1.3864e-04
b_range_year0_c                                 -9.8642e-04
b_degradation_c                                   4.529e-05
b_packreplace_c                                  3.5485e-04
b_cellreplace_c                                  4.5743e-04
b_price_c                                        5.5279e-04
delta_b                                           -0.034061
gamma_EV_rangeanxiety_b                            0.013853
gamma_hhincome_b                                 7.6388e-04
gamma_ev_charge_b                                 -0.004748
gamma_evb_environment_agree_b                     -0.006009
gamma_evb_function_disagree_b                      0.009884
gamma_veh_range_b                                  0.005092
delta_c                                           -0.011150
gamma_EV_rangeanxiety_c                            0.004614
gamma_hhincome_c                                 1.9944e-04
gamma_ev_charge_c                               -7.2333e-04
gamma_evb_environment_agree_c                     -0.004681
gamma_evb_function_disagree_c                      0.002402
gamma_veh_range_c                                  0.001748
gamma_suv_b                                        0.010996
gamma_suv_c                                        0.001329
                                                b_mileage_b
b_no_choice_a                                     -0.005885
b_mileage_a                                     -4.2382e-04
b_range_year0_a                                 -2.8251e-04
b_degradation_a                                  -2.049e-05
b_packreplace_a                                  4.5854e-04
b_cellreplace_a                                  4.8238e-04
b_price_a                                       -7.0762e-04
b_no_choice_b                                      0.087468
b_mileage_b                                        0.027723
b_range_year0_b                                   -0.004770
b_degradation_b                                  3.4029e-04
b_packreplace_b                                    0.004572
b_cellreplace_b                                    0.002305
b_price_b                                          0.001411
b_no_choice_c                                     -0.001671
b_mileage_c                                       5.621e-05
b_range_year0_c                                 -1.0640e-04
b_degradation_c                                   6.960e-06
b_packreplace_c                                   1.884e-05
b_cellreplace_c                                   3.588e-05
b_price_c                                        1.6520e-04
delta_b                                            0.003065
gamma_EV_rangeanxiety_b                           -0.001282
gamma_hhincome_b                                -1.2216e-04
gamma_ev_charge_b                               -3.8322e-04
gamma_evb_environment_agree_b                   -3.4020e-04
gamma_evb_function_disagree_b                   -8.7347e-04
gamma_veh_range_b                                 3.629e-05
delta_c                                         -2.7397e-04
gamma_EV_rangeanxiety_c                         -1.4133e-04
gamma_hhincome_c                                 -2.903e-05
gamma_ev_charge_c                                1.2831e-04
gamma_evb_environment_agree_c                   -6.1295e-04
gamma_evb_function_disagree_c                   -2.5335e-04
gamma_veh_range_c                                 1.440e-05
gamma_suv_b                                     -1.7940e-04
gamma_suv_c                                      1.0698e-04
                                            b_range_year0_b
b_no_choice_a                                     -0.001861
b_mileage_a                                     -3.6294e-04
b_range_year0_a                                   -0.003371
b_degradation_a                                  -8.580e-05
b_packreplace_a                                   -0.002621
b_cellreplace_a                                   -0.002417
b_price_a                                          0.003915
b_no_choice_b                                      0.004792
b_mileage_b                                       -0.004770
b_range_year0_b                                    0.126005
b_degradation_b                                    0.001266
b_packreplace_b                                    0.010047
b_cellreplace_b                                   -0.010022
b_price_b                                         -0.119329
b_no_choice_c                                     -0.001003
b_mileage_c                                       2.399e-05
b_range_year0_c                                  3.3013e-04
b_degradation_c                                   8.601e-06
b_packreplace_c                                  3.7597e-04
b_cellreplace_c                                  3.5375e-04
b_price_c                                       -3.2577e-04
delta_b                                           -0.007351
gamma_EV_rangeanxiety_b                           -0.008035
gamma_hhincome_b                                -8.0248e-04
gamma_ev_charge_b                                 2.089e-05
gamma_evb_environment_agree_b                      0.011389
gamma_evb_function_disagree_b                      0.006796
gamma_veh_range_b                                  0.002869
delta_c                                           -0.004301
gamma_EV_rangeanxiety_c                           -0.002116
gamma_hhincome_c                                -3.1974e-04
gamma_ev_charge_c                               -3.2664e-04
gamma_evb_environment_agree_c                      0.005072
gamma_evb_function_disagree_c                      0.001806
gamma_veh_range_c                                  0.001029
gamma_suv_b                                        0.007999
gamma_suv_c                                        0.002969
                                            b_degradation_b
b_no_choice_a                                   -6.5263e-04
b_mileage_a                                       3.418e-06
b_range_year0_a                                  1.1072e-04
b_degradation_a                                  -1.002e-05
b_packreplace_a                                  -7.262e-05
b_cellreplace_a                                 -1.0724e-04
b_price_a                                        -3.381e-05
b_no_choice_b                                      0.010071
b_mileage_b                                      3.4029e-04
b_range_year0_b                                    0.001266
b_degradation_b                                  5.2440e-04
b_packreplace_b                                    0.001918
b_cellreplace_b                                    0.003199
b_price_b                                       -8.2685e-04
b_no_choice_c                                   -4.3049e-04
b_mileage_c                                       6.638e-06
b_range_year0_c                                  -3.535e-05
b_degradation_c                                   2.596e-06
b_packreplace_c                                   2.641e-05
b_cellreplace_c                                   2.999e-05
b_price_c                                         2.982e-05
delta_b                                         -6.7315e-04
gamma_EV_rangeanxiety_b                          3.8032e-04
gamma_hhincome_b                                  2.088e-05
gamma_ev_charge_b                               -3.5125e-04
gamma_evb_environment_agree_b                    -7.755e-05
gamma_evb_function_disagree_b                    5.3182e-04
gamma_veh_range_b                                 9.878e-05
delta_c                                         -4.2189e-04
gamma_EV_rangeanxiety_c                          1.6884e-04
gamma_hhincome_c                                  6.484e-06
gamma_ev_charge_c                                -6.931e-05
gamma_evb_environment_agree_c                   -1.7036e-04
gamma_evb_function_disagree_c                    1.1475e-04
gamma_veh_range_c                                 3.703e-05
gamma_suv_b                                      2.7652e-04
gamma_suv_c                                       5.045e-05
                                            b_packreplace_b
b_no_choice_a                                     -0.006380
b_mileage_a                                       8.946e-05
b_range_year0_a                                   -0.001453
b_degradation_a                                  -3.868e-05
b_packreplace_a                                   -0.003454
b_cellreplace_a                                   -0.002066
b_price_a                                          0.001031
b_no_choice_b                                      0.083658
b_mileage_b                                        0.004572
b_range_year0_b                                    0.010047
b_degradation_b                                    0.001918
b_packreplace_b                                    0.185819
b_cellreplace_b                                    0.068635
b_price_b                                         -0.016640
b_no_choice_c                                     -0.003152
b_mileage_c                                       3.926e-05
b_range_year0_c                                  -4.161e-05
b_degradation_c                                   1.407e-05
b_packreplace_c                                  5.0778e-04
b_cellreplace_c                                  4.1672e-04
b_price_c                                         9.749e-05
delta_b                                           -0.005114
gamma_EV_rangeanxiety_b                            0.003290
gamma_hhincome_b                                -2.3960e-04
gamma_ev_charge_b                                  0.003943
gamma_evb_environment_agree_b                     -0.001534
gamma_evb_function_disagree_b                      0.001562
gamma_veh_range_b                                  0.001359
delta_c                                           -0.003971
gamma_EV_rangeanxiety_c                            0.001728
gamma_hhincome_c                                 -9.787e-05
gamma_ev_charge_c                                  0.002020
gamma_evb_environment_agree_c                     -0.001650
gamma_evb_function_disagree_c                    1.4479e-04
gamma_veh_range_c                                6.3237e-04
gamma_suv_b                                        0.001532
gamma_suv_c                                      7.8684e-04
                                            b_cellreplace_b
b_no_choice_a                                   -9.9075e-04
b_mileage_a                                      6.9931e-04
b_range_year0_a                                    0.003707
b_degradation_a                                  -8.283e-05
b_packreplace_a                                   -0.001064
b_cellreplace_a                                   -0.003581
b_price_a                                       -7.6503e-04
b_no_choice_b                                      0.163189
b_mileage_b                                        0.002305
b_range_year0_b                                   -0.010022
b_degradation_b                                    0.003199
b_packreplace_b                                    0.068635
b_cellreplace_b                                    0.230425
b_price_b                                          0.032136
b_no_choice_c                                     -0.004269
