Model run by xnw17 using Apollo 0.3.6 on R 4.5.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_5c_info_treat_1
Model description                           : LC model with 5 classes, piecewise linear range and range loss, treatment interactions on range/loss/refurbishment
Model run at                                : 2026-05-04 16:21:06.666247
Estimation method                           : bgw
Estimation diagnosis                        : Relative function convergence (favorable)
Optimisation diagnosis                      : Unknown (no Hessian calculated)
Number of individuals                       : 1373
Number of rows in database                  : 8238
Number of modelled outcomes                 : 8238

Number of cores used                        :  2 
Model without mixing

LL(start)                                   : -7913.1
LL (whole model) at equal shares, LL(0)     : -11420.29
LL (whole model) at observed shares, LL(C)  : -11409.83
LL(final, whole model)                      : -7764.41
Rho-squared vs equal shares                  :  0.3201 
Adj.Rho-squared vs equal shares              :  0.308 
Rho-squared vs observed shares               :  0.3195 
Adj.Rho-squared vs observed shares           :  0.3086 
AIC                                         :  15806.82 
BIC                                         :  16782.11 

LL(0,Class_1)                    : -11420.29
LL(final,Class_1)                : -87587.9
LL(0,Class_2)                    : -11420.29
LL(final,Class_2)                : -10544.06
LL(0,Class_3)                    : -11420.29
LL(final,Class_3)                : -16875.14
LL(0,Class_4)                    : -11420.29
LL(final,Class_4)                : -17634.65
LL(0,Class_5)                    : -11420.29
LL(final,Class_5)                : -13667.37

Estimated parameters                        : 139
Time taken (hh:mm:ss)                       :  00:00:47.46 
     pre-estimation                         :  00:00:12.47 
     estimation                             :  00:00:34.7 
     post-estimation                        :  00:00:0.29 
Iterations                                  :  57  

Unconstrained optimisation.

Estimates:
                                 Estimate        s.e.   t.rat.(0)  p(2-sided)
gamma_EV_rangeanxiety_e          0.000000          NA          NA          NA
gamma_risktaker_e                0.000000          NA          NA          NA
gamma_hhincome_e                 0.000000          NA          NA          NA
gamma_ev_charge_e                0.000000          NA          NA          NA
gamma_knowledge_ev_e             0.000000          NA          NA          NA
gamma_evb_environment_agree_e    0.000000          NA          NA          NA
gamma_evb_function_disagree_e    0.000000          NA          NA          NA
gamma_hhveh_fuel_e               0.000000          NA          NA          NA
gamma_veh_range_e                0.000000          NA          NA          NA
gamma_suv_e                      0.000000          NA          NA          NA
                                 Rob.s.e. Rob.t.rat.(0)  p(2-sided)
b_no_choice_a                          NA            NA          NA
b_mileage_a                            NA            NA          NA
b_range_pw1_a                          NA            NA          NA
b_range_pw2_a                          NA            NA          NA
b_range_pw3_a                          NA            NA          NA
b_loss_pw1_a                           NA            NA          NA
b_loss_pw2_a                           NA            NA          NA
b_loss_pw3_a                           NA            NA          NA
b_packreplace_a                        NA            NA          NA
b_cellreplace_a                        NA            NA          NA
b_price_a                              NA            NA          NA
b_range_pw1_treat_a                    NA            NA          NA
b_range_pw2_treat_a                    NA            NA          NA
b_range_pw3_treat_a                    NA            NA          NA
b_loss_pw1_treat_a                     NA            NA          NA
b_loss_pw2_treat_a                     NA            NA          NA
b_loss_pw3_treat_a                     NA            NA          NA
b_packreplace_treat_a                  NA            NA          NA
b_cellreplace_treat_a                  NA            NA          NA
b_no_choice_b                          NA            NA          NA
b_mileage_b                            NA            NA          NA
b_range_pw1_b                          NA            NA          NA
b_range_pw2_b                          NA            NA          NA
b_range_pw3_b                          NA            NA          NA
b_loss_pw1_b                           NA            NA          NA
b_loss_pw2_b                           NA            NA          NA
b_loss_pw3_b                           NA            NA          NA
b_packreplace_b                        NA            NA          NA
b_cellreplace_b                        NA            NA          NA
b_price_b                              NA            NA          NA
b_range_pw1_treat_b                    NA            NA          NA
b_range_pw2_treat_b                    NA            NA          NA
b_range_pw3_treat_b                    NA            NA          NA
b_loss_pw1_treat_b                     NA            NA          NA
b_loss_pw2_treat_b                     NA            NA          NA
b_loss_pw3_treat_b                     NA            NA          NA
b_packreplace_treat_b                  NA            NA          NA
b_cellreplace_treat_b                  NA            NA          NA
b_no_choice_c                          NA            NA          NA
b_mileage_c                            NA            NA          NA
b_range_pw1_c                          NA            NA          NA
b_range_pw2_c                          NA            NA          NA
b_range_pw3_c                          NA            NA          NA
b_loss_pw1_c                           NA            NA          NA
b_loss_pw2_c                           NA            NA          NA
b_loss_pw3_c                           NA            NA          NA
b_packreplace_c                        NA            NA          NA
b_cellreplace_c                        NA            NA          NA
b_price_c                              NA            NA          NA
b_range_pw1_treat_c                    NA            NA          NA
b_range_pw2_treat_c                    NA            NA          NA
b_range_pw3_treat_c                    NA            NA          NA
b_loss_pw1_treat_c                     NA            NA          NA
b_loss_pw2_treat_c                     NA            NA          NA
b_loss_pw3_treat_c                     NA            NA          NA
b_packreplace_treat_c                  NA            NA          NA
b_cellreplace_treat_c                  NA            NA          NA
b_no_choice_d                          NA            NA          NA
b_mileage_d                            NA            NA          NA
b_range_pw1_d                          NA            NA          NA
b_range_pw2_d                          NA            NA          NA
b_range_pw3_d                          NA            NA          NA
b_loss_pw1_d                           NA            NA          NA
b_loss_pw2_d                           NA            NA          NA
b_loss_pw3_d                           NA            NA          NA
b_packreplace_d                        NA            NA          NA
b_cellreplace_d                        NA            NA          NA
b_price_d                              NA            NA          NA
b_range_pw1_treat_d                    NA            NA          NA
b_range_pw2_treat_d                    NA            NA          NA
b_range_pw3_treat_d                    NA            NA          NA
b_loss_pw1_treat_d                     NA            NA          NA
b_loss_pw2_treat_d                     NA            NA          NA
b_loss_pw3_treat_d                     NA            NA          NA
b_packreplace_treat_d                  NA            NA          NA
b_cellreplace_treat_d                  NA            NA          NA
b_no_choice_e                          NA            NA          NA
b_mileage_e                            NA            NA          NA
b_range_pw1_e                          NA            NA          NA
b_range_pw2_e                          NA            NA          NA
b_range_pw3_e                          NA            NA          NA
b_loss_pw1_e                           NA            NA          NA
b_loss_pw2_e                           NA            NA          NA
b_loss_pw3_e                           NA            NA          NA
b_packreplace_e                        NA            NA          NA
b_cellreplace_e                        NA            NA          NA
b_price_e                              NA            NA          NA
b_range_pw1_treat_e                    NA            NA          NA
b_range_pw2_treat_e                    NA            NA          NA
b_range_pw3_treat_e                    NA            NA          NA
b_loss_pw1_treat_e                     NA            NA          NA
b_loss_pw2_treat_e                     NA            NA          NA
b_loss_pw3_treat_e                     NA            NA          NA
b_packreplace_treat_e                  NA            NA          NA
b_cellreplace_treat_e                  NA            NA          NA
delta_a                                NA            NA          NA
gamma_EV_rangeanxiety_a                NA            NA          NA
gamma_risktaker_a                      NA            NA          NA
gamma_hhincome_a                       NA            NA          NA
gamma_ev_charge_a                      NA            NA          NA
gamma_knowledge_ev_a                   NA            NA          NA
gamma_evb_environment_agree_a          NA            NA          NA
gamma_evb_function_disagree_a          NA            NA          NA
gamma_hhveh_fuel_a                     NA            NA          NA
gamma_veh_range_a                      NA            NA          NA
gamma_suv_a                            NA            NA          NA
delta_b                                NA            NA          NA
gamma_EV_rangeanxiety_b                NA            NA          NA
gamma_risktaker_b                      NA            NA          NA
gamma_hhincome_b                       NA            NA          NA
gamma_ev_charge_b                      NA            NA          NA
gamma_knowledge_ev_b                   NA            NA          NA
gamma_evb_environment_agree_b          NA            NA          NA
gamma_evb_function_disagree_b          NA            NA          NA
gamma_hhveh_fuel_b                     NA            NA          NA
gamma_veh_range_b                      NA            NA          NA
gamma_suv_b                            NA            NA          NA
delta_c                                NA            NA          NA
gamma_EV_rangeanxiety_c                NA            NA          NA
gamma_risktaker_c                      NA            NA          NA
gamma_hhincome_c                       NA            NA          NA
gamma_ev_charge_c                      NA            NA          NA
gamma_knowledge_ev_c                   NA            NA          NA
gamma_evb_environment_agree_c          NA            NA          NA
gamma_evb_function_disagree_c          NA            NA          NA
gamma_hhveh_fuel_c                     NA            NA          NA
gamma_veh_range_c                      NA            NA          NA
gamma_suv_c                            NA            NA          NA
delta_d                                NA            NA          NA
gamma_EV_rangeanxiety_d                NA            NA          NA
gamma_risktaker_d                      NA            NA          NA
gamma_hhincome_d                       NA            NA          NA
gamma_ev_charge_d                      NA            NA          NA
gamma_knowledge_ev_d                   NA            NA          NA
gamma_evb_environment_agree_d          NA            NA          NA
gamma_evb_function_disagree_d          NA            NA          NA
gamma_hhveh_fuel_d                     NA            NA          NA
gamma_veh_range_d                      NA            NA          NA
gamma_suv_d                            NA            NA          NA
delta_e                                NA            NA          NA
gamma_EV_rangeanxiety_e                NA            NA          NA
gamma_risktaker_e                      NA            NA          NA
gamma_hhincome_e                       NA            NA          NA
gamma_ev_charge_e                      NA            NA          NA
gamma_knowledge_ev_e                   NA            NA          NA
gamma_evb_environment_agree_e          NA            NA          NA
gamma_evb_function_disagree_e          NA            NA          NA
gamma_hhveh_fuel_e                     NA            NA          NA
gamma_veh_range_e                      NA            NA          NA
gamma_suv_e                            NA            NA          NA


Summary of class allocation for model component :
         Mean prob.
Class_1      0.1340
Class_2      0.2249
Class_3      0.2995
Class_4      0.1436
Class_5      0.1980


Overview of choices for MNL model component Class_1:
                                    alt1    alt2    alt3 no_choice
Times available                  8238.00 8238.00 8238.00   8238.00
Times chosen                     2006.00 2215.00 2083.00   1934.00
Percentage chosen overall          24.35   26.89   25.29     23.48
Percentage chosen when available   24.35   26.89   25.29     23.48



Overview of choices for MNL model component Class_2:
                                    alt1    alt2    alt3 no_choice
Times available                  8238.00 8238.00 8238.00   8238.00
Times chosen                     2006.00 2215.00 2083.00   1934.00
Percentage chosen overall          24.35   26.89   25.29     23.48
Percentage chosen when available   24.35   26.89   25.29     23.48



Overview of choices for MNL model component Class_3:
                                    alt1    alt2    alt3 no_choice
Times available                  8238.00 8238.00 8238.00   8238.00
Times chosen                     2006.00 2215.00 2083.00   1934.00
Percentage chosen overall          24.35   26.89   25.29     23.48
Percentage chosen when available   24.35   26.89   25.29     23.48



Overview of choices for MNL model component Class_4:
                                    alt1    alt2    alt3 no_choice
Times available                  8238.00 8238.00 8238.00   8238.00
Times chosen                     2006.00 2215.00 2083.00   1934.00
Percentage chosen overall          24.35   26.89   25.29     23.48
Percentage chosen when available   24.35   26.89   25.29     23.48



Overview of choices for MNL model component Class_5:
                                    alt1    alt2    alt3 no_choice
Times available                  8238.00 8238.00 8238.00   8238.00
Times chosen                     2006.00 2215.00 2083.00   1934.00
Percentage chosen overall          24.35   26.89   25.29     23.48
Percentage chosen when available   24.35   26.89   25.29     23.48



Classical covariance matrix:
                                              b_no_choice_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                b_mileage_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw1_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw2_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw3_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw1_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw2_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw3_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                            b_packreplace_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                            b_cellreplace_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                  b_price_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw1_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw2_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw3_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw1_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw2_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw3_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                      b_packreplace_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                      b_cellreplace_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_no_choice_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                b_mileage_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw1_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw2_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw3_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw1_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw2_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw3_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                            b_packreplace_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                            b_cellreplace_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                  b_price_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw1_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw2_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw3_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw1_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw2_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw3_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
