"b_no_choice_a","b_mileage_a","b_range_pw1_a","b_range_pw2_a","b_range_pw3_a","b_loss_pw1_a","b_loss_pw2_a","b_loss_pw3_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_no_choice_b","b_mileage_b","b_range_pw1_b","b_range_pw2_b","b_range_pw3_b","b_loss_pw1_b","b_loss_pw2_b","b_loss_pw3_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_no_choice_c","b_mileage_c","b_range_pw1_c","b_range_pw2_c","b_range_pw3_c","b_loss_pw1_c","b_loss_pw2_c","b_loss_pw3_c","b_packreplace_c","b_cellreplace_c","b_price_c","delta_a","gamma_EV_rangeanxiety_a","gamma_risktaker_a","gamma_hhincome_a","gamma_ev_charge_a","gamma_knowledge_ev_a","gamma_evb_environment_agree_a","gamma_evb_function_disagree_a","gamma_hhveh_fuel_a","gamma_veh_range_a","gamma_suv_a","delta_b","gamma_EV_rangeanxiety_b","gamma_risktaker_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_knowledge_ev_b","gamma_evb_environment_agree_b","gamma_evb_function_disagree_b","gamma_hhveh_fuel_b","gamma_veh_range_b","gamma_suv_b","logLike"
-1.55983974860166,-0.193412393064985,0.868275835545807,0.882709815827737,0.77564108495123,-0.096828632922809,-0.0792787349660383,-0.017991967153566,-0.627838417921052,-0.722160584235381,-1.1127389655317,-5.01408460471121,-0.239047740434246,2.24405158860903,1.0671268281631,1.23963049444559,-0.136690220743597,-0.130148158981445,-0.0842102048394183,-0.161340944860069,-0.179900974072015,-1.34383876920006,-3.89135296374266,-0.132654719718374,0.126808112850151,-0.0952171786168789,0.153932818556486,-0.00536800652432946,-0.0152286894895025,-0.0264727541530692,-0.383416253583909,-0.441229964265999,-0.320755314446908,-1.73122999296321,0.631471623987486,-0.804525756005996,0.0055812126307303,-0.222078785872212,0.228909786119918,-0.309237415551349,-0.339794760884281,0.794031877048919,0.270093798918647,0.251162870903641,-1.51137280874621,0.66531557460081,-0.423955696598589,0.01093697659643,0.156530959147056,0.262034306207701,0.453514999284779,0.441374241781563,0.639474859961865,0.280879607322476,0.133932382390665,-17410.5854053521
-1.55635003966577,-0.193514744844856,0.870195700317261,0.883220460418723,0.774841275295394,-0.0968477818177926,-0.0794893984096013,-0.0179919497884755,-0.627797582097952,-0.722823561649824,-1.1112450520438,-5.01370856641434,-0.239028047053041,2.24372268242603,1.06701842207166,1.23945666991474,-0.136676610784961,-0.13016095433742,-0.084254122870274,-0.16114917127841,-0.179843000785022,-1.34327604376195,-3.88864530223437,-0.132781091932703,0.128784421210495,-0.0949720537419449,0.153554313385996,-0.00525662316519062,-0.0151821627671576,-0.026501807868675,-0.383450617911342,-0.441200744063198,-0.32098396611233,-1.73077687041062,0.630313408362001,-0.804708017760133,0.0055768847024909,-0.220787272092894,0.228826789240672,-0.311131843609703,-0.340361286624878,0.794663954841069,0.270048351180968,0.252732452569547,-1.51080578875009,0.664917106243021,-0.423503326112632,0.0108678585782678,0.157274873466089,0.261914166334013,0.451615680652767,0.441198130970831,0.639849347279814,0.281046788918555,0.134841595840563,-17410.5829864351
-1.55730746918742,-0.193569570733224,0.869045848113137,0.883407311632115,0.774963164714555,-0.0968275767364628,-0.0795989539149937,-0.0179891083241636,-0.62803147818589,-0.723314203956588,-1.1106038614526,-5.01371497486542,-0.239020784356811,2.24351405415941,1.06688914594623,1.23931862595762,-0.136682948687127,-0.130177577368761,-0.0842814554768477,-0.160931209997644,-0.179681226785577,-1.34291637889306,-3.88661154815659,-0.13285250954653,0.130154916451455,-0.0948348908554674,0.153446791544494,-0.00518732075977673,-0.0151510055957054,-0.0265124370691073,-0.383719532161591,-0.441407888563079,-0.321145054603328,-1.72988572478177,0.629808944959991,-0.804697228793525,0.00557344377344096,-0.220097612775524,0.228859689090654,-0.31177798011309,-0.340698329499521,0.79481439876255,0.269879649371667,0.253105123109527,-1.51064020913343,0.664667703811683,-0.423208049114915,0.0108300687842689,0.157784713340736,0.26183808163623,0.450817133657518,0.441228045353378,0.639985531512383,0.28112106790262,0.13523390513341,-17410.5822213631
-1.55892946302861,-0.193575283076804,0.867515489694256,0.883471970195111,0.775309115455514,-0.0968033881474779,-0.079637431690305,-0.0179911335006963,-0.628227855597581,-0.723518141722958,-1.11035382762195,-5.01398875252949,-0.239020671685031,2.24330907558441,1.06685634265035,1.23918016873526,-0.136694171104902,-0.130194412297217,-0.0842953756842292,-0.16079057466277,-0.179556209806272,-1.3426777429835,-3.8852868595208,-0.13288201038716,0.130974286427564,-0.0948019421041065,0.153489084630007,-0.00515509030613979,-0.0151237987075954,-0.0265144961902644,-0.383963721525647,-0.441603167805157,-0.321285230744265,-1.72908829426381,0.629627380693083,-0.804608060660892,0.00557836393586651,-0.219903480514174,0.228869915342636,-0.311827288467187,-0.340997102628235,0.794697057465175,0.269753961431839,0.253056745646898,-1.51055592362174,0.664526899103525,-0.422960917146836,0.0108245672462774,0.157964374845613,0.261719953480376,0.450644079389123,0.441254341740607,0.639952777453848,0.281114403261461,0.135359811673361,-17410.5819239565
-1.56004656855287,-0.193570478028849,0.866577455006443,0.883477341264848,0.775600462197872,-0.0967884834479359,-0.0796326507751602,-0.0180006722134917,-0.628324176806141,-0.723533340405063,-1.11033771776061,-5.01431142443853,-0.239024239149098,2.24314383009611,1.066894276747,1.2390634687628,-0.136704316824301,-0.130206471579945,-0.0842999025990793,-0.16075181127477,-0.179511712770083,-1.34254241891921,-3.8846316436472,-0.132879154938142,0.131316764669351,-0.094833387095926,0.15358815339007,-0.00514568800650902,-0.015105498422081,-0.026510366043586,-0.384067765672949,-0.441683598484277,-0.321394149447677,-1.72876221729611,0.629695151664108,-0.804479742326271,0.00558964420190145,-0.219967491799558,0.228878978709021,-0.311604177445879,-0.341073054176431,0.794468702857172,0.269708605249914,0.252862528417372,-1.51061304896918,0.664528757858393,-0.422756697246098,0.0108391145432216,0.157940721101234,0.261638561913757,0.450753725556103,0.441276633733702,0.639802517407144,0.281089635122348,0.135343295614944,-17410.5818146685
-1.5605445054807,-0.193560658708098,0.866214711085789,0.88346012652431,0.7757803613768,-0.096782166004237,-0.0796137184104681,-0.018009469035991,-0.628342714626745,-0.72346779676808,-1.11040672911239,-5.01455237913301,-0.239028155546985,2.24302068149566,1.06695104063691,1.23897023923575,-0.136710965571229,-0.130214541052772,-0.0843007655170717,-0.160773082710165,-0.179523219821355,-1.34245828489964,-3.88438756650491,-0.132865899827012,0.131433113273703,-0.094888726154474,0.153667680979124,-0.00514634824732272,-0.0150924581806186,-0.0265058936558064,-0.384069026439786,-0.441675752932393,-0.321483818921487,-1.72870704023506,0.629821880329435,-0.804364582055073,0.00560153133497925,-0.220117456815427,0.228876379086263,-0.311381742248004,-0.341075337960019,0.794259041356273,0.269709928530449,0.252718953593461,-1.51067754609153,0.664580778292279,-0.422597769681099,0.0108588437831997,0.157830499566538,0.261581860492019,0.450899545226378,0.441264856325161,0.639633143161366,0.28106253022074,0.135313606195717,-17410.5817702763
-1.56060805670653,-0.193553161532035,0.866240587046523,0.883434135525063,0.775856636083661,-0.0967814904401487,-0.0795972399211146,-0.0180145614655856,-0.628323402163484,-0.723399360081448,-1.11049065159486,-5.01467910444314,-0.239031051387695,2.24294373942071,1.06699165918126,1.23890787241623,-0.136714364356673,-0.130218862997782,-0.0843010533882715,-0.160816616795052,-0.179560499256841,-1.34240782431767,-3.88434033099533,-0.132853511379448,0.131464611635585,-0.0949370133682698,0.153705731591784,-0.00514840426661194,-0.0150847191132905,-0.0265026320138715,-0.384014327234589,-0.44162076573546,-0.321547726655042,-1.72879668902259,0.629933077437091,-0.804282219648471,0.00561010443102092,-0.220237679060047,0.228875161171435,-0.311260739815496,-0.341039454138035,0.794125984509013,0.269729582821789,0.252661666803447,-1.51073137758933,0.664642790922061,-0.422490073097937,0.0108741799133336,0.157729469702885,0.261559805831387,0.450974822403311,0.441239078095315,0.639498300579531,0.281047797937034,0.135308607187907,-17410.5817525616
-1.5604898883951,-0.193547281083118,0.866417469031773,0.883405266271883,0.775877092248228,-0.0967830076666797,-0.0795873174801501,-0.0180160147448837,-0.628295138028612,-0.723351607032723,-1.11056218449982,-5.01473124360048,-0.239032780610665,2.24289375931721,1.06701142601564,1.23886760458885,-0.136715746737336,-0.130221141932792,-0.0843018021455431,-0.160859441392104,-0.179601379610506,-1.34237408633082,-3.88434625051291,-0.132845940164577,0.131490501319178,-0.0949713599394362,0.153711959331061,-0.00514931008430574,-0.0150798520854045,-0.0265010219043459,-0.383946929217076,-0.441555444799452,-0.321592561909132,-1.72890821577686,0.630002222687639,-0.804229929839056,0.00561517049485953,-0.220310802571314,0.228874224542087,-0.311229375586617,-0.341010265472761,0.794061479008571,0.269748594948756,0.252667618003863,-1.51075479727445,0.664688282028508,-0.422421239882009,0.0108836968337365,0.157658795628786,0.261555166749191,0.450982767622053,0.441205532386143,0.639408216120391,0.28104137587286,0.13533115068644,-17410.5817447079
-1.56034652409706,-0.193543540551417,0.866598390539857,0.883379529135287,0.775871310411419,-0.096784720496642,-0.0795842621433769,-0.0180150639252502,-0.628274394317972,-0.72333155858559,-1.1106085288081,-5.01474351265375,-0.239033516865644,2.24286271411561,1.06701290873331,1.23884637509701,-0.13671607933879,-0.130222099848258,-0.0843030186735452,-0.160888626391223,-0.179631809324307,-1.34235389568535,-3.88433980140902,-0.132843493819666,0.131529534540929,-0.094988387795797,0.153701417129133,-0.00514845729483323,-0.0150772558621674,-0.0265006105498346,-0.383893811030312,-0.441504268386867,-0.321618024267687,-1.7289882646725,0.630030076303086,-0.80420367970838,0.00561703785913561,-0.220335372281434,0.228875293786425,-0.311255108891087,-0.340995867751389,0.79404852784659,0.269759360041406,0.252702018734957,-1.51075616827137,0.664711546393229,-0.422385327638686,0.0108874685585768,0.157627132317457,0.261560495675036,0.450948345157319,0.441177483199444,0.63936340638753,0.281041111890461,0.13536542912226,-17410.5817413823
-1.5602481106034,-0.193541339902344,0.866719331180505,0.883359945662437,0.77585926148661,-0.096785813335239,-0.0795853426003084,-0.0180132274714222,-0.628264622611968,-0.723330502904553,-1.11063183210427,-5.01474397338454,-0.239033636314214,2.2428422115635,1.06700504409269,1.23883762590222,-0.1367160037488,-0.130222417602927,-0.0843042913239718,-0.160903115105776,-0.179648786017703,-1.3423436101115,-3.88430990760496,-0.132844312410453,0.131575845221897,-0.0949928647045368,0.1536873719475,-0.00514676281677833,-0.0150760066683883,-0.0265008670660299,-0.383863131566121,-0.441474358218084,-0.321629029926987,-1.72902392126014,0.630030593840176,-0.80419480907526,0.00561697445997751,-0.220331701502027,0.228876565156279,-0.31129908564625,-0.340995927107485,0.794061932793295,0.269761964401308,0.252738633738095,-1.51074387329261,0.664716547503554,-0.422371851844186,0.0108876433842958,0.157621464227642,0.261567243917122,0.450903868725012,0.441158133444539,0.639350576836965,0.28104294560495,0.135397707479265,-17410.5817400268
