Model run by wuxiatian using Apollo 0.3.4 on R 4.4.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_3c_1
Model description                           : LC model with 3 classes, piecewise linear range and range loss
Model run at                                : 2026-06-01 16:22:38.951903
Estimation method                           : bgw
Model diagnosis                             : Relative function convergence
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -6.334543
     reciprocal of condition number         : 5.72257e-05
Number of individuals                       : 2916
Number of rows in database                  : 17496
Number of modelled outcomes                 : 17496

Number of cores used                        :  2 
Model without mixing

LL(start)                                   : -17533.96
LL (whole model) at equal shares, LL(0)     : -24254.61
LL (whole model) at observed shares, LL(C)  : -24038.9
LL(final, whole model)                      : -17410.58
Rho-squared vs equal shares                  :  0.2822 
Adj.Rho-squared vs equal shares              :  0.2799 
Rho-squared vs observed shares               :  0.2757 
Adj.Rho-squared vs observed shares           :  0.2738 
AIC                                         :  34931.16 
BIC                                         :  35358.5 

LL(0,Class_1)                    : -24254.61
LL(final,Class_1)                : -32624.09
LL(0,Class_2)                    : -24254.61
LL(final,Class_2)                : -23900.5
LL(0,Class_3)                    : -24254.61
LL(final,Class_3)                : -25520.44

Estimated parameters                        : 55
Time taken (hh:mm:ss)                       :  00:05:30.3 
     pre-estimation                         :  00:00:19.69 
     estimation                             :  00:00:21.44 
     post-estimation                        :  00:04:49.16 
Iterations                                  :  19  

Unconstrained optimisation.

Estimates:
                                 Estimate        s.e.   t.rat.(0)
delta_b                         -1.510744    0.287074     -5.2626
gamma_EV_rangeanxiety_b          0.664717    0.146819      4.5275
gamma_risktaker_b               -0.422372    0.132365     -3.1910
gamma_hhincome_b                 0.010888    0.011555      0.9422
gamma_ev_charge_b                0.157621    0.135195      1.1659
gamma_knowledge_ev_b             0.261567    0.148284      1.7640
gamma_evb_environment_agree_b    0.450904    0.129347      3.4860
gamma_evb_function_disagree_b    0.441158    0.152735      2.8884
gamma_hhveh_fuel_b               0.639351    0.147055      4.3477
gamma_veh_range_b                0.281043    0.058929      4.7692
gamma_suv_b                      0.135398    0.134728      1.0050
delta_c                          0.000000          NA          NA
gamma_EV_rangeanxiety_c          0.000000          NA          NA
gamma_risktaker_c                0.000000          NA          NA
gamma_hhincome_c                 0.000000          NA          NA
gamma_ev_charge_c                0.000000          NA          NA
gamma_knowledge_ev_c             0.000000          NA          NA
gamma_evb_environment_agree_c    0.000000          NA          NA
gamma_evb_function_disagree_c    0.000000          NA          NA
gamma_hhveh_fuel_c               0.000000          NA          NA
gamma_veh_range_c                0.000000          NA          NA
gamma_suv_c                      0.000000          NA          NA
                               p(2-sided)    Rob.s.e. Rob.t.rat.(0)
b_no_choice_a                   9.970e-07    0.395662       -3.9434
b_mileage_a                     1.961e-10    0.034490       -5.6115
b_range_pw1_a                  1.5478e-04    0.334689        2.5896
b_range_pw2_a                   3.101e-05    0.273957        3.2244
b_range_pw3_a                   1.298e-08    0.191647        4.0484
b_loss_pw1_a                    2.057e-08    0.018189       -5.3212
b_loss_pw2_a                    6.239e-09    0.015228       -5.2263
b_loss_pw3_a                     0.380880    0.021770       -0.8274
b_packreplace_a                 2.403e-11    0.113529       -5.5340
b_cellreplace_a                 7.816e-14    0.116272       -6.2210
b_price_a                        0.000000    0.123360       -9.0032
b_no_choice_b                    0.000000    0.366802      -13.6715
b_mileage_b                      0.000000    0.018841      -12.6869
b_range_pw1_b                    0.000000    0.242970        9.2310
b_range_pw2_b                    0.000000    0.150542        7.0878
b_range_pw3_b                    0.000000    0.130755        9.4745
b_loss_pw1_b                     0.000000    0.010250      -13.3387
b_loss_pw2_b                     0.000000    0.008019      -16.2386
b_loss_pw3_b                     0.000000    0.010104       -8.3440
b_packreplace_b                  0.001586    0.068254       -2.3574
b_cellreplace_b                4.1535e-04    0.067064       -2.6787
b_price_b                        0.000000    0.078514      -17.0969
b_no_choice_c                    0.000000    0.528186       -7.3541
b_mileage_c                     5.399e-11    0.026739       -4.9682
b_range_pw1_c                    0.454950    0.292606        0.4497
b_range_pw2_c                    0.515333    0.178646       -0.5317
b_range_pw3_c                    0.139616    0.132058        1.1638
b_loss_pw1_c                     0.698694    0.014731       -0.3494
b_loss_pw2_c                     0.086164    0.012159       -1.2399
b_loss_pw3_c                     0.005148    0.009179       -2.8872
b_packreplace_c                 7.369e-09    0.102191       -3.7563
b_cellreplace_c                 2.972e-11    0.101127       -4.3656
b_price_c                       1.077e-11    0.077198       -4.1663
delta_a                         9.132e-09    0.313390       -5.5172
gamma_EV_rangeanxiety_a        1.2859e-04    0.168611        3.7366
gamma_risktaker_a               2.381e-08    0.153453       -5.2407
gamma_hhincome_a                 0.649218    0.012976        0.4329
gamma_ev_charge_a                0.128452    0.149415       -1.4746
gamma_knowledge_ev_a             0.137597    0.157146        1.4565
gamma_evb_environment_agree_a    0.023511    0.146354       -2.1270
gamma_evb_function_disagree_a    0.059848    0.186278       -1.8306
gamma_hhveh_fuel_a              2.441e-06    0.176987        4.4866
gamma_veh_range_a               2.168e-05    0.066820        4.0371
gamma_suv_a                      0.073755    0.154346        1.6375
delta_b                         1.421e-07    0.289477       -5.2189
gamma_EV_rangeanxiety_b         5.969e-06    0.149058        4.4594
gamma_risktaker_b                0.001418    0.157244       -2.6861
gamma_hhincome_b                 0.346075    0.012665        0.8597
gamma_ev_charge_b                0.243660    0.140669        1.1205
gamma_knowledge_ev_b             0.077739    0.154162        1.6967
gamma_evb_environment_agree_b  4.9028e-04    0.139938        3.2222
gamma_evb_function_disagree_b    0.003872    0.162524        2.7144
gamma_hhveh_fuel_b              1.376e-05    0.161644        3.9553
gamma_veh_range_b               1.850e-06    0.060121        4.6746
gamma_suv_b                      0.314912    0.153806        0.8803
delta_c                                NA          NA            NA
gamma_EV_rangeanxiety_c                NA          NA            NA
gamma_risktaker_c                      NA          NA            NA
gamma_hhincome_c                       NA          NA            NA
gamma_ev_charge_c                      NA          NA            NA
gamma_knowledge_ev_c                   NA          NA            NA
gamma_evb_environment_agree_c          NA          NA            NA
gamma_evb_function_disagree_c          NA          NA            NA
gamma_hhveh_fuel_c                     NA          NA            NA
gamma_veh_range_c                      NA          NA            NA
gamma_suv_c                            NA          NA            NA
                               p(2-sided)
b_no_choice_a                   8.034e-05
b_mileage_a                     2.006e-08
b_range_pw1_a                    0.009608
b_range_pw2_a                    0.001262
b_range_pw3_a                   5.158e-05
b_loss_pw1_a                    1.031e-07
b_loss_pw2_a                    1.730e-07
b_loss_pw3_a                     0.407988
b_packreplace_a                 3.131e-08
b_cellreplace_a                 4.939e-10
b_price_a                        0.000000
b_no_choice_b                    0.000000
b_mileage_b                      0.000000
b_range_pw1_b                    0.000000
b_range_pw2_b                   1.363e-12
b_range_pw3_b                    0.000000
b_loss_pw1_b                     0.000000
b_loss_pw2_b                     0.000000
b_loss_pw3_b                     0.000000
b_packreplace_b                  0.018403
b_cellreplace_b                  0.007390
b_price_b                        0.000000
b_no_choice_c                   1.923e-13
b_mileage_c                     6.758e-07
b_range_pw1_c                    0.652949
b_range_pw2_c                    0.594908
b_range_pw3_c                    0.244509
b_loss_pw1_c                     0.726798
b_loss_pw2_c                     0.215021
b_loss_pw3_c                     0.003887
b_packreplace_c                1.7243e-04
b_cellreplace_c                 1.268e-05
b_price_c                       3.096e-05
delta_a                         3.445e-08
gamma_EV_rangeanxiety_a        1.8654e-04
gamma_risktaker_a               1.600e-07
gamma_hhincome_a                 0.665102
gamma_ev_charge_a                0.140312
gamma_knowledge_ev_a             0.145267
gamma_evb_environment_agree_a    0.033417
gamma_evb_function_disagree_a    0.067164
gamma_hhveh_fuel_a              7.238e-06
gamma_veh_range_a               5.411e-05
gamma_suv_a                      0.101531
delta_b                         1.800e-07
gamma_EV_rangeanxiety_b         8.217e-06
gamma_risktaker_b                0.007229
gamma_hhincome_b                 0.389969
gamma_ev_charge_b                0.262494
gamma_knowledge_ev_b             0.089753
gamma_evb_environment_agree_b    0.001272
gamma_evb_function_disagree_b    0.006639
gamma_hhveh_fuel_b              7.644e-05
gamma_veh_range_b               2.945e-06
gamma_suv_b                      0.378689
delta_c                                NA
gamma_EV_rangeanxiety_c                NA
gamma_risktaker_c                      NA
gamma_hhincome_c                       NA
gamma_ev_charge_c                      NA
gamma_knowledge_ev_c                   NA
gamma_evb_environment_agree_c          NA
gamma_evb_function_disagree_c          NA
gamma_hhveh_fuel_c                     NA
gamma_veh_range_c                      NA
gamma_suv_c                            NA


Summary of class allocation for model component :
         Mean prob.
Class_1      0.2056
Class_2      0.5599
Class_3      0.2344


Overview of choices for MNL model component Class_1:
                                     alt1    alt2     alt3 no_choice
Times available                  17496.00 17496.0 17496.00  17496.00
Times chosen                      4588.00  4952.0  4714.00   3242.00
Percentage chosen overall           26.22    28.3    26.94     18.53
Percentage chosen when available    26.22    28.3    26.94     18.53



Overview of choices for MNL model component Class_2:
                                     alt1    alt2     alt3 no_choice
Times available                  17496.00 17496.0 17496.00  17496.00
Times chosen                      4588.00  4952.0  4714.00   3242.00
Percentage chosen overall           26.22    28.3    26.94     18.53
Percentage chosen when available    26.22    28.3    26.94     18.53



Overview of choices for MNL model component Class_3:
                                     alt1    alt2     alt3 no_choice
Times available                  17496.00 17496.0 17496.00  17496.00
Times chosen                      4588.00  4952.0  4714.00   3242.00
Percentage chosen overall           26.22    28.3    26.94     18.53
Percentage chosen when available    26.22    28.3    26.94     18.53



Classical covariance matrix:
                                              b_no_choice_a
b_no_choice_a                                      0.101712
b_mileage_a                                        0.003821
b_range_pw1_a                                      0.045898
b_range_pw2_a                                     -0.018788
b_range_pw3_a                                     -0.002485
b_loss_pw1_a                                       0.002358
b_loss_pw2_a                                    -9.2838e-04
b_loss_pw3_a                                     5.3437e-04
b_packreplace_a                                    0.005214
b_cellreplace_a                                    0.004333
b_price_a                                          0.007872
b_no_choice_b                                     -0.005803
b_mileage_b                                     -1.1622e-04
b_range_pw1_b                                     -0.003044
b_range_pw2_b                                    9.3381e-04
b_range_pw3_b                                   -3.5542e-04
b_loss_pw1_b                                     -5.254e-05
b_loss_pw2_b                                     -1.911e-05
b_loss_pw3_b                                     -1.144e-05
b_packreplace_b                                  -8.910e-05
b_cellreplace_b                                  -4.521e-05
b_price_b                                        -2.939e-06
b_no_choice_c                                      0.007256
b_mileage_c                                       9.740e-07
b_range_pw1_c                                    9.5161e-04
b_range_pw2_c                                      0.001496
b_range_pw3_c                                    8.0164e-04
b_loss_pw1_c                                     -6.647e-06
b_loss_pw2_c                                     1.0656e-04
b_loss_pw3_c                                     -6.459e-06
b_packreplace_c                                 -1.3708e-04
b_cellreplace_c                                 -1.4965e-04
b_price_c                                        4.3925e-04
delta_a                                           -0.002778
gamma_EV_rangeanxiety_a                         -9.5297e-04
gamma_risktaker_a                                5.7575e-04
gamma_hhincome_a                                 -1.430e-05
gamma_ev_charge_a                                  0.001164
gamma_knowledge_ev_a                            -7.2196e-04
gamma_evb_environment_agree_a                   -2.3683e-04
gamma_evb_function_disagree_a                    9.7966e-04
gamma_hhveh_fuel_a                                 0.002020
gamma_veh_range_a                                3.1032e-04
gamma_suv_a                                        0.001569
delta_b                                          -1.342e-05
gamma_EV_rangeanxiety_b                         -2.7431e-04
gamma_risktaker_b                                8.3897e-04
gamma_hhincome_b                                 -1.715e-05
gamma_ev_charge_b                                5.0279e-04
gamma_knowledge_ev_b                            -6.0101e-04
gamma_evb_environment_agree_b                   -7.5177e-04
gamma_evb_function_disagree_b                     1.643e-05
gamma_hhveh_fuel_b                               4.8915e-04
gamma_veh_range_b                                -6.050e-05
gamma_suv_b                                      8.3636e-04
                                                b_mileage_a
b_no_choice_a                                      0.003821
b_mileage_a                                      9.2478e-04
b_range_pw1_a                                    1.8072e-04
b_range_pw2_a                                   -3.2309e-04
b_range_pw3_a                                     3.902e-05
b_loss_pw1_a                                      1.999e-05
b_loss_pw2_a                                      5.434e-07
b_loss_pw3_a                                     -2.415e-06
b_packreplace_a                                  1.5921e-04
b_cellreplace_a                                  1.7959e-04
b_price_a                                         3.819e-05
b_no_choice_b                                   -3.7604e-04
b_mileage_b                                      -2.570e-05
b_range_pw1_b                                    -3.681e-05
b_range_pw2_b                                    -3.762e-05
b_range_pw3_b                                    -3.209e-05
b_loss_pw1_b                                     -1.151e-06
b_loss_pw2_b                                     -4.144e-06
b_loss_pw3_b                                      6.700e-07
b_packreplace_b                                   1.180e-05
b_cellreplace_b                                   8.904e-06
b_price_b                                        -1.331e-06
b_no_choice_c                                    1.0506e-04
b_mileage_c                                      -8.618e-06
b_range_pw1_c                                     8.627e-06
b_range_pw2_c                                    -1.490e-06
b_range_pw3_c                                     1.332e-05
b_loss_pw1_c                                      1.412e-06
b_loss_pw2_c                                      3.560e-06
b_loss_pw3_c                                      5.721e-08
b_packreplace_c                                   7.794e-07
b_cellreplace_c                                  -7.082e-06
b_price_c                                        -6.481e-06
delta_a                                           7.442e-05
gamma_EV_rangeanxiety_a                           1.739e-05
gamma_risktaker_a                                 4.794e-05
gamma_hhincome_a                                 -2.713e-06
gamma_ev_charge_a                                 8.926e-06
gamma_knowledge_ev_a                              2.783e-05
gamma_evb_environment_agree_a                     6.304e-05
gamma_evb_function_disagree_a                     3.911e-05
gamma_hhveh_fuel_a                                1.893e-05
gamma_veh_range_a                                -2.350e-06
gamma_suv_a                                     -1.3886e-04
delta_b                                           1.254e-05
gamma_EV_rangeanxiety_b                          -2.635e-05
gamma_risktaker_b                                 4.188e-05
gamma_hhincome_b                                  2.994e-06
gamma_ev_charge_b                                 8.344e-06
gamma_knowledge_ev_b                             -3.069e-05
gamma_evb_environment_agree_b                     1.385e-05
gamma_evb_function_disagree_b                    -2.779e-05
gamma_hhveh_fuel_b                                9.689e-06
gamma_veh_range_b                                -9.525e-06
gamma_suv_b                                      -2.170e-05
                                              b_range_pw1_a
b_no_choice_a                                      0.045898
b_mileage_a                                      1.8072e-04
b_range_pw1_a                                      0.052484
b_range_pw2_a                                     -0.023430
b_range_pw3_a                                      0.004682
b_loss_pw1_a                                    -1.2474e-04
b_loss_pw2_a                                    -1.3079e-04
b_loss_pw3_a                                      8.771e-05
b_packreplace_a                                  -2.110e-05
b_cellreplace_a                                 -1.6588e-04
b_price_a                                         -0.003002
b_no_choice_b                                     -0.008135
b_mileage_b                                      -4.847e-05
b_range_pw1_b                                     -0.003952
b_range_pw2_b                                    4.7954e-04
b_range_pw3_b                                   -7.5103e-04
b_loss_pw1_b                                     -3.699e-05
b_loss_pw2_b                                     -4.176e-05
b_loss_pw3_b                                     -3.493e-05
b_packreplace_b                                  2.3958e-04
b_cellreplace_b                                   8.024e-05
b_price_b                                         1.904e-06
b_no_choice_c                                      0.009733
b_mileage_c                                      -6.293e-07
b_range_pw1_c                                      0.001292
b_range_pw2_c                                      0.001478
b_range_pw3_c                                    6.6661e-04
b_loss_pw1_c                                      6.019e-05
b_loss_pw2_c                                     1.0716e-04
b_loss_pw3_c                                      9.436e-06
b_packreplace_c                                 -3.3702e-04
b_cellreplace_c                                 -3.1438e-04
b_price_c                                        3.3718e-04
delta_a                                           -0.002337
gamma_EV_rangeanxiety_a                         -1.6362e-04
gamma_risktaker_a                                5.1319e-04
gamma_hhincome_a                                 -4.381e-06
gamma_ev_charge_a                                6.6740e-04
gamma_knowledge_ev_a                            -7.4462e-04
gamma_evb_environment_agree_a                     5.362e-05
gamma_evb_function_disagree_a                      0.001397
gamma_hhveh_fuel_a                                 0.002088
gamma_veh_range_a                                3.4842e-04
gamma_suv_a                                      2.4051e-04
delta_b                                          -9.152e-05
gamma_EV_rangeanxiety_b                         -5.3067e-04
gamma_risktaker_b                                  0.001079
gamma_hhincome_b                                  2.609e-05
gamma_ev_charge_b                                5.0769e-04
gamma_knowledge_ev_b                            -7.6362e-04
gamma_evb_environment_agree_b                   -4.7562e-04
gamma_evb_function_disagree_b                    -4.668e-05
gamma_hhveh_fuel_b                               2.5501e-04
gamma_veh_range_b                                -6.110e-05
gamma_suv_b                                      5.6342e-04
                                              b_range_pw2_a
b_no_choice_a                                     -0.018788
b_mileage_a                                     -3.2309e-04
b_range_pw1_a                                     -0.023430
b_range_pw2_a                                      0.044963
b_range_pw3_a                                     -0.012131
b_loss_pw1_a                                      3.084e-06
b_loss_pw2_a                                      3.994e-05
b_loss_pw3_a                                      1.499e-05
b_packreplace_a                                 -4.6858e-04
b_cellreplace_a                                 -8.8341e-04
b_price_a                                         -0.002292
b_no_choice_b                                      0.005284
b_mileage_b                                       3.015e-05
b_range_pw1_b                                      0.002699
b_range_pw2_b                                   -6.2617e-04
b_range_pw3_b                                    5.2249e-04
b_loss_pw1_b                                      9.772e-06
b_loss_pw2_b                                      1.583e-05
b_loss_pw3_b                                      1.973e-05
b_packreplace_b                                  -4.961e-05
b_cellreplace_b                                  1.3293e-04
b_price_b                                        2.3237e-04
b_no_choice_c                                     -0.002541
b_mileage_c                                      -8.900e-06
b_range_pw1_c                                   -5.6295e-04
b_range_pw2_c                                   -5.1089e-04
b_range_pw3_c                                     5.186e-05
b_loss_pw1_c                                     -3.080e-05
b_loss_pw2_c                                     -3.943e-05
b_loss_pw3_c                                     -6.247e-06
b_packreplace_c                                   3.906e-05
b_cellreplace_c                                   5.814e-05
b_price_c                                        -9.330e-05
delta_a                                         -5.6977e-04
gamma_EV_rangeanxiety_a                         -3.7278e-04
gamma_risktaker_a                                 6.236e-05
gamma_hhincome_a                                 -1.625e-05
gamma_ev_charge_a                                3.3303e-04
gamma_knowledge_ev_a                              1.748e-05
gamma_evb_environment_agree_a                   -4.5537e-04
gamma_evb_function_disagree_a                   -2.9091e-04
gamma_hhveh_fuel_a                                -0.001064
gamma_veh_range_a                                 7.895e-05
gamma_suv_a                                        0.001856
delta_b                                         -4.5059e-04
gamma_EV_rangeanxiety_b                           5.924e-05
gamma_risktaker_b                               -3.0775e-04
gamma_hhincome_b                                 -7.732e-06
gamma_ev_charge_b                                -1.654e-05
gamma_knowledge_ev_b                             1.1828e-04
gamma_evb_environment_agree_b                     2.321e-05
gamma_evb_function_disagree_b                    2.9814e-04
gamma_hhveh_fuel_b                               -7.695e-05
gamma_veh_range_b                                1.4465e-04
gamma_suv_b                                     -1.8578e-04
                                              b_range_pw3_a
b_no_choice_a                                     -0.002485
b_mileage_a                                       3.902e-05
b_range_pw1_a                                      0.004682
b_range_pw2_a                                     -0.012131
b_range_pw3_a                                      0.018617
b_loss_pw1_a                                      4.195e-05
b_loss_pw2_a                                      7.284e-05
b_loss_pw3_a                                      7.653e-05
b_packreplace_a                                 -5.5412e-04
b_cellreplace_a                                 -4.7765e-04
b_price_a                                         -0.003941
b_no_choice_b                                   -6.1474e-04
b_mileage_b                                      -3.694e-05
b_range_pw1_b                                   -3.1004e-04
b_range_pw2_b                                    5.5344e-04
b_range_pw3_b                                    -2.007e-05
b_loss_pw1_b                                     -1.175e-05
b_loss_pw2_b                                     -8.026e-06
b_loss_pw3_b                                     -8.284e-06
b_packreplace_b                                  1.0265e-04
b_cellreplace_b                                   6.648e-05
b_price_b                                        3.2988e-04
b_no_choice_c                                    8.0265e-04
b_mileage_c                                      -9.418e-08
b_range_pw1_c                                    -4.666e-05
b_range_pw2_c                                    1.2775e-04
b_range_pw3_c                                   -5.7571e-04
b_loss_pw1_c                                      2.008e-06
b_loss_pw2_c                                      6.179e-06
b_loss_pw3_c                                     -1.082e-06
b_packreplace_c                                  -9.062e-05
b_cellreplace_c                                  -8.390e-05
b_price_c                                       -2.3695e-04
delta_a                                           -0.001155
gamma_EV_rangeanxiety_a                          7.7550e-04
gamma_risktaker_a                                 9.751e-05
gamma_hhincome_a                                  3.351e-05
gamma_ev_charge_a                                 2.635e-05
gamma_knowledge_ev_a                             -1.013e-05
gamma_evb_environment_agree_a                    1.1223e-04
gamma_evb_function_disagree_a                     8.343e-05
gamma_hhveh_fuel_a                               1.4646e-04
gamma_veh_range_a                                -2.165e-05
gamma_suv_a                                      1.8108e-04
delta_b                                          3.4897e-04
gamma_EV_rangeanxiety_b                          -9.973e-05
gamma_risktaker_b                                5.1870e-04
gamma_hhincome_b                                  1.560e-05
gamma_ev_charge_b                                1.1587e-04
gamma_knowledge_ev_b                            -2.5761e-04
gamma_evb_environment_agree_b                    -5.266e-05
gamma_evb_function_disagree_b                    -4.284e-05
gamma_hhveh_fuel_b                              -3.5543e-04
gamma_veh_range_b                                -7.829e-05
gamma_suv_b                                     -3.9250e-04
                                               b_loss_pw1_a
b_no_choice_a                                      0.002358
b_mileage_a                                       1.999e-05
b_range_pw1_a                                   -1.2474e-04
b_range_pw2_a                                     3.084e-06
b_range_pw3_a                                     4.195e-05
b_loss_pw1_a                                     2.9795e-04
b_loss_pw2_a                                    -1.4182e-04
b_loss_pw3_a                                      7.296e-05
b_packreplace_a                                   3.284e-05
b_cellreplace_a                                   3.815e-05
b_price_a                                         2.966e-05
b_no_choice_b                                   -1.0063e-04
b_mileage_b                                      -3.718e-06
b_range_pw1_b                                    -9.079e-06
b_range_pw2_b                                    -1.140e-05
b_range_pw3_b                                     5.945e-06
b_loss_pw1_b                                     -7.645e-06
b_loss_pw2_b                                      2.086e-06
b_loss_pw3_b                                     -2.132e-06
b_packreplace_b                                  -7.772e-06
b_cellreplace_b                                   3.930e-07
b_price_b                                         1.150e-06
b_no_choice_c                                   -1.3288e-04
b_mileage_c                                       2.715e-06
b_range_pw1_c                                     1.454e-05
b_range_pw2_c                                    -1.160e-05
b_range_pw3_c                                     2.975e-06
b_loss_pw1_c                                     -5.075e-06
b_loss_pw2_c                                      2.521e-06
b_loss_pw3_c                                     -1.340e-06
b_packreplace_c                                   1.902e-05
b_cellreplace_c                                   1.564e-05
b_price_c                                        -1.481e-06
delta_a                                           7.034e-05
gamma_EV_rangeanxiety_a                           2.181e-05
gamma_risktaker_a                                -1.199e-05
gamma_hhincome_a                                 -1.624e-06
gamma_ev_charge_a                                -2.148e-06
gamma_knowledge_ev_a                              5.515e-06
gamma_evb_environment_agree_a                     3.918e-06
gamma_evb_function_disagree_a                    -1.860e-05
gamma_hhveh_fuel_a                                2.104e-06
gamma_veh_range_a                                -1.456e-05
gamma_suv_a                                      -4.473e-06
delta_b                                           3.263e-05
gamma_EV_rangeanxiety_b                           2.053e-05
gamma_risktaker_b                                -1.029e-05
gamma_hhincome_b                                 -1.951e-06
gamma_ev_charge_b                                -1.580e-05
gamma_knowledge_ev_b                              6.607e-06
gamma_evb_environment_agree_b                    -1.519e-05
gamma_evb_function_disagree_b                     2.359e-06
gamma_hhveh_fuel_b                               -8.913e-06
gamma_veh_range_b                                -5.695e-06
gamma_suv_b                                       2.112e-05
                                               b_loss_pw2_a
b_no_choice_a                                   -9.2838e-04
b_mileage_a                                       5.434e-07
b_range_pw1_a                                   -1.3079e-04
b_range_pw2_a                                     3.994e-05
b_range_pw3_a                                     7.284e-05
b_loss_pw1_a                                    -1.4182e-04
b_loss_pw2_a                                     1.8762e-04
b_loss_pw3_a                                    -1.6928e-04
b_packreplace_a                                  -1.602e-05
b_cellreplace_a                                   2.877e-06
b_price_a                                        -5.182e-06
b_no_choice_b                                     4.182e-05
b_mileage_b                                       4.180e-07
b_range_pw1_b                                    -9.000e-06
b_range_pw2_b                                    -2.113e-05
b_range_pw3_b                                    -4.209e-06
b_loss_pw1_b                                      2.581e-06
b_loss_pw2_b                                     -2.931e-06
b_loss_pw3_b                                      3.354e-06
b_packreplace_b                                  -4.804e-06
b_cellreplace_b                                  -9.463e-06
b_price_b                                        -2.785e-06
b_no_choice_c                                   -1.8882e-04
b_mileage_c                                       1.266e-06
b_range_pw1_c                                     1.524e-05
