"b_no_choice_a","b_mileage_a","b_range_pw1_a","b_range_pw2_a","b_range_pw3_a","b_loss_pw1_a","b_loss_pw2_a","b_loss_pw3_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_no_choice_b","b_mileage_b","b_range_pw1_b","b_range_pw2_b","b_range_pw3_b","b_loss_pw1_b","b_loss_pw2_b","b_loss_pw3_b","b_packreplace_b","b_cellreplace_b","b_price_b","delta_a","gamma_EV_rangeanxiety_a","gamma_risktaker_a","gamma_hhincome_a","gamma_ev_charge_a","gamma_knowledge_ev_a","gamma_evb_environment_agree_a","gamma_evb_function_disagree_a","gamma_hhveh_fuel_a","gamma_veh_range_a","gamma_suv_a","logLike"
-1.53687964075206,-0.190443064430035,1.1708332041176,0.782559616685858,0.871861456231952,-0.104465601958743,-0.0801761143781696,-0.0268781016918165,-0.56807591342468,-0.651470124214143,-1.207780939942,-4.30633729179896,-0.177542535698325,1.21944087366734,0.531020985711986,0.721078279083434,-0.0770380880410256,-0.079188644840111,-0.0509392202107055,-0.238388361144597,-0.267596665390282,-0.811195808664919,-1.40844635922323,0.214143066354291,-0.537332704620981,-0.00170006223013727,-0.318628088886697,0.067882927174961,-0.616707762027356,-0.617504155213339,0.388282818957299,0.0941020908603434,0.136087819285338,-17918.294522914
-1.50482550884678,-0.186237378189191,1.14697003160637,0.772377772078798,0.861484726352339,-0.100986277620763,-0.0823653597697499,-0.028235133404111,-0.584875802513822,-0.669999104793662,-1.19755031610262,-4.30291816129416,-0.178228555100884,1.22945345103345,0.533434935207289,0.72323806331228,-0.0773549163990039,-0.0793875322393294,-0.0510325964667888,-0.238410387602885,-0.26749057369712,-0.816258711652943,-1.41509517835318,0.214489846708567,-0.530626947482427,-0.00175092543244356,-0.317709948364414,0.0631081331640523,-0.623805002041019,-0.63083462053051,0.393362815721619,0.0918708066704109,0.140678907062055,-17917.9037625684
-1.47731582445114,-0.183871365477393,1.1255385778146,0.769662062038268,0.856043870509928,-0.0993065117829971,-0.0829892371932508,-0.0294776275411588,-0.592210691713362,-0.679162381788376,-1.18115328217835,-4.29928621071036,-0.178516932080389,1.23719133722906,0.536644055835205,0.725725204800286,-0.0775315418270688,-0.0795509853789672,-0.0510863448397759,-0.237788001409423,-0.266691536208672,-0.819324335699416,-1.41274165610837,0.210966850519173,-0.528217156380044,-0.00171618641868048,-0.319152366964874,0.0604004141689333,-0.62732836045976,-0.641797649517501,0.395307868466597,0.0904823451424876,0.142404476338436,-17917.7446817774
-1.46493248123396,-0.183567984817489,1.11038438148209,0.771841577372365,0.854402381626939,-0.0989588976672257,-0.0829400709910467,-0.0298324141296098,-0.593657345105038,-0.681529766547319,-1.1692683710882,-4.29569993986934,-0.178574080460359,1.24152377608019,0.538900412632603,0.727450888843722,-0.0776366069056316,-0.0796175041077601,-0.051110559874185,-0.237365917790643,-0.266108723169526,-0.820645810693787,-1.40835318010929,0.207572613018354,-0.527305076151054,-0.0016545178871195,-0.320095435607097,0.0599513940103041,-0.627554279244923,-0.644425406487814,0.394815956258275,0.0891434570496853,0.141541316922173,-17917.6692266915
-1.45569548505864,-0.183930500083116,1.09444047202819,0.776749872343864,0.853509421479993,-0.0989919373690716,-0.0826617572439152,-0.0296340526958407,-0.593142256462168,-0.681623788607154,-1.15739540046855,-4.29194856964239,-0.178600426253973,1.24521296005028,0.540853703716875,0.728987851537888,-0.0777406050497099,-0.0796485012217525,-0.0511356881440196,-0.237159064232964,-0.265728443193701,-0.821478512218895,-1.40258672864455,0.203637374449168,-0.527103427757875,-0.00162361147906845,-0.321174001924311,0.0599733620911733,-0.627503180607293,-0.646377246200386,0.393236097475927,0.0879452800096438,0.140455354523475,-17917.6073571635
-1.45157892842596,-0.184702902758185,1.08160105529702,0.782011822041312,0.853168574221135,-0.0991970271062985,-0.0823376749801183,-0.029023332590756,-0.592004494501813,-0.680837449628712,-1.1487811512744,-4.28961021719687,-0.178621006510229,1.2474628233265,0.541820716900086,0.729898349962023,-0.077827496401797,-0.079642197761535,-0.0511506149291434,-0.237223336597278,-0.265645037287192,-0.821730752358812,-1.39719471813526,0.200718872490331,-0.527250730324706,-0.00162835553328514,-0.321799082581718,0.0602409424390237,-0.627128309560843,-0.646917849707919,0.39118613294144,0.0870331084278133,0.139254831245095,-17917.5621418318
-1.44961048954973,-0.185792126533813,1.06808622889891,0.788054882748148,0.852815903139995,-0.0995004523285256,-0.0819265750237272,-0.0280048607695983,-0.590576160600644,-0.679582330417357,-1.14053955993139,-4.2880794442154,-0.178652361456533,1.24919225644271,0.542204877228454,0.730536897691583,-0.0779233326086056,-0.0796103853543921,-0.0511616106384705,-0.237480372644974,-0.265751305602743,-0.821656303858323,-1.39078135995309,0.197925497907614,-0.527650681044579,-0.00167046466120441,-0.322343589748392,0.0606402795439787,-0.626664897664735,-0.647184038741599,0.388457640490012,0.0861667603931314,0.137770558582699,-17917.5197571754
-1.4502159644995,-0.186813129044852,1.05784583245155,0.79264112781276,0.85239479181961,-0.0997700042736857,-0.0815651110859682,-0.0269110178813832,-0.589582350266028,-0.678493078257065,-1.13507715266817,-4.28800358997708,-0.178689931643753,1.24991356767143,0.541861235795477,0.730720068354798,-0.0780030424737966,-0.0795643058576551,-0.0511647406846375,-0.23782965398258,-0.26599513992956,-0.821311307619435,-1.38515163651946,0.196153724723942,-0.528085330902583,-0.00173745973593054,-0.322656275084534,0.0610338847601738,-0.626219184465463,-0.647085730543541,0.385898852610866,0.0855545471447834,0.136312823049521,-17917.486876144
-1.45272171749928,-0.187897026843252,1.04843952180516,0.796570111960802,0.85174519878745,-0.100035629086508,-0.081187098241668,-0.0255969526846928,-0.588897519316716,-0.677440798144332,-1.13081527129003,-4.28915991364974,-0.17874122636628,1.24998975434887,0.540893032471121,0.730589755926289,-0.0780848175866376,-0.0795012135816426,-0.0511626558332406,-0.238289815022948,-0.266371951326908,-0.820724470108375,-1.37913191230374,0.194880711288778,-0.528586214893833,-0.00183597207753014,-0.322888504990658,0.0614771645690504,-0.625740565637448,-0.646810558695551,0.383078657730082,0.0850311862226366,0.134601958875416,-17917.4562926371
-1.45633492191513,-0.188704270370573,1.04253885899149,0.798546052349273,0.851001015288711,-0.100208146000052,-0.0809048981021108,-0.0244586176951951,-0.588802938943809,-0.676790586669115,-1.1289472636006,-4.29126778683101,-0.178792967384673,1.24942148274609,0.539589313953714,0.730197048793776,-0.0781463233487996,-0.0794406669685524,-0.0511561543397633,-0.238714517393634,-0.266761135790817,-0.820087347667508,-1.37443192820969,0.194473639802553,-0.52897191570393,-0.0019368485582365,-0.322994971030986,0.0618406705059063,-0.625357293796825,-0.646447811558046,0.380832586021463,0.0847302669035215,0.133085035690511,-17917.4325951313
-1.4611696010496,-0.18936996218309,1.03865435150575,0.799138981116026,0.850065341298433,-0.100319896511056,-0.0806670610482411,-0.0233324182410193,-0.589200448085161,-0.676401594022885,-1.1287002511801,-4.29439906690083,-0.178852068638762,1.24830060364935,0.53788149233859,0.729563701327533,-0.0781998429173705,-0.0793760628263735,-0.0511458215867615,-0.239152126908054,-0.267197803612019,-0.819351982227771,-1.37019851540435,0.19468903409729,-0.529296461840593,-0.00205078078590571,-0.323034305943279,0.0621852302800023,-0.625006991573319,-0.646004511205699,0.378782291268676,0.0845609253599438,0.131529218371175,-17917.4112573305
-1.46582995397993,-0.189707924158418,1.03772270663073,0.798202836058424,0.849182426288755,-0.100338448870357,-0.0805378940210499,-0.0225308817034233,-0.58998697139242,-0.676384505284268,-1.13005395818146,-4.29766983965694,-0.178902728541181,1.24697060815091,0.536261420641181,0.728881189582553,-0.0782316820186104,-0.0793259214088232,-0.0511348501978704,-0.239477007164419,-0.267555594279515,-0.818734939677119,-1.36756226599104,0.19543633628216,-0.529459519912582,-0.00214548533244746,-0.323008801597956,0.0624170421207714,-0.624781903123157,-0.645611083682014,0.377488445131991,0.0845561526492696,0.130344554943503,-17917.3950282687
-1.47063950000259,-0.189808986439798,1.03897831495645,0.796006121319654,0.848269410256297,-0.100283069431563,-0.0804851256220497,-0.021925645015851,-0.59114207611097,-0.676657950836132,-1.13271719121591,-4.30127873986344,-0.17895070857068,1.2453994749952,0.534605684712649,0.72812058737499,-0.0782493444143639,-0.0792840154979714,-0.0511228778352044,-0.23973344255598,-0.267873587328735,-0.818175151000693,-1.36596682941427,0.19663911591397,-0.529503415415488,-0.00223144406109919,-0.32293816056875,0.0625770558680012,-0.624640577388477,-0.645238709339337,0.376691752806723,0.0846732052426973,0.129358379043106,-17917.3810599322
-1.47430089633947,-0.18966322399084,1.04189176377784,0.79322371629404,0.847559444454166,-0.100172925171921,-0.080516512499365,-0.0216590104802338,-0.59234196533841,-0.677128819720111,-1.13587115122959,-4.30425478536043,-0.17898397879998,1.24402670971193,0.533355977426045,0.727492560427282,-0.0782497746393493,-0.0792609390039953,-0.0511132549973237,-0.239858080547793,-0.268069894311209,-0.817820302611243,-1.36572929227515,0.197938113295136,-0.529421809108214,-0.00228678069823179,-0.322848341455225,0.0626271557152296,-0.624613999926315,-0.644985137068365,0.376561656915874,0.0848665532933449,0.128801724555724,-17917.3707702617
-1.47710704689475,-0.189326796559794,1.04609310593079,0.7899592645196,0.846990984001215,-0.100019075830929,-0.080612133657443,-0.0216446209661717,-0.593596524782278,-0.677755322376391,-1.13942531123691,-4.30679022567562,-0.179006756961627,1.24279265225262,0.53240226540552,0.726960775316173,-0.0782374627030446,-0.0792520311334131,-0.051105416112389,-0.239883335790886,-0.268175351090111,-0.817620094456557,-1.36650067057784,0.199320361759464,-0.529242529421755,-0.00231975298980756,-0.322744849706077,0.0625928162734378,-0.624676145568194,-0.644820963416905,0.376933715579949,0.0851171141603282,0.128556750449845,-17917.3624344022
-1.47843157454857,-0.188911398837042,1.05033057543644,0.787112522580231,0.846687971923359,-0.0998669331672664,-0.0807382269642565,-0.0218518366489177,-0.594580123259684,-0.678356150457727,-1.14240637322224,-4.30829522461875,-0.179014845112527,1.24199863298176,0.531951793940714,0.726651233299938,-0.0782175742143725,-0.0792577698670802,-0.051101192031715,-0.239815800342943,-0.268174728360511,-0.817607556110307,-1.36793191421553,0.200414384587288,-0.52902298493454,-0.00232522625432769,-0.322657560308079,0.0624924991519826,-0.624799855471851,-0.644776127487184,0.37764430589783,0.0853504108775046,0.128636424522839,-17917.3565860103
-1.47858957144648,-0.188459878153636,1.054377380616,0.784714169263447,0.846593879143599,-0.0997241528797915,-0.0808793656162825,-0.0222099897338194,-0.59531731798931,-0.67890745530608,-1.14480813175905,-4.30897353235043,-0.179012025976821,1.24156881395745,0.531893223539178,0.726521414767578,-0.0781934150598223,-0.0792739488650614,-0.0510998750780513,-0.239683996418482,-0.268096661367505,-0.81773390150884,-1.3697602273534,0.201237216837696,-0.528784524028094,-0.00231064893669191,-0.322587479179691,0.0623489462223029,-0.624962609450269,-0.644821478430961,0.37856301917145,0.0855578704312362,0.128945294357214,-17917.3522290358
-1.47777417892593,-0.188098062533896,1.05721084303664,0.783297976994373,0.846689852405871,-0.0996265544491023,-0.0809948820780159,-0.0225946070653406,-0.59566727781452,-0.679275996119632,-1.14611659776395,-4.30881958958163,-0.17900145865229,1.24154197930693,0.532161919072944,0.726569260154253,-0.0781723430485319,-0.079294220177685,-0.0511012338407155,-0.239535704491799,-0.267977547636777,-0.817938283909291,-1.37142176084201,0.201626302970618,-0.528592242351429,-0.00228417379390034,-0.322550417426669,0.062208710432064,-0.625113645608669,-0.644926655707406,0.379405914172782,0.0856898176043063,0.129352923274184,-17917.3494091309
-1.47640131818452,-0.187843545708085,1.0588513142971,0.782730905825264,0.846902498558,-0.0995722615376681,-0.0810779058369831,-0.0229479594434009,-0.595710510703842,-0.679473863905653,-1.14651138457693,-4.30812232114628,-0.178987119682323,1.24179300436746,0.532618571574626,0.726732087647765,-0.0781561627499151,-0.0793146940711419,-0.0511042591443282,-0.239395269004684,-0.267845884346469,-0.818169858170862,-1.37275754551479,0.201669481784231,-0.528455227859721,-0.00225308841603719,-0.322541191719833,0.062089389134269,-0.625237442912019,-0.645059926175516,0.380088275678088,0.0857533481507795,0.129775582714195,-17917.3475598342
-1.47504076074333,-0.187738095626843,1.05917193210782,0.78292528610104,0.847134618502427,-0.0995640454096654,-0.0811139835422287,-0.0231764452382498,-0.595527643778821,-0.679495431675502,-1.14615031252961,-4.30724864724192,-0.178974392218468,1.24216586883283,0.533073750757942,0.726928229189577,-0.078148162885985,-0.0793293693327886,-0.0511075818776116,-0.239301221046488,-0.267743771579529,-0.818353361819538,-1.3734790545982,0.201457599420893,-0.528396099440134,-0.00222782503528418,-0.32255457022962,0.0620197055005077,-0.625306337154343,-0.645174553695455,0.380459689083617,0.0857502956248794,0.130085913832469,-17917.3465229441
-1.47399989999601,-0.187744912474398,1.05863169270306,0.783528785836356,0.847325279920325,-0.0995848574529144,-0.0811141055612774,-0.0232782776806931,-0.595253697545853,-0.679407988096903,-1.14542325099863,-4.30647079053057,-0.178965576660626,1.24252592930821,0.533423805208339,0.727099375473333,-0.0781468697251586,-0.0793372618930661,-0.051110331784681,-0.23925618027672,-0.267682533788649,-0.81846661803714,-1.37367264719569,0.201143057937332,-0.528396387876279,-0.002211782652945,-0.322578376009785,0.0619953812029898,-0.625327443845892,-0.645252535496365,0.380561728706755,0.0857082434708435,0.13025883737302,-17917.3459738353
-1.47350966190438,-0.187811926393403,1.05780135777032,0.784146232340324,0.847424914801069,-0.099614354311758,-0.0810941408924511,-0.0232726274410028,-0.595027686197764,-0.679291190096885,-1.14475154760282,-4.30602513622681,-0.178962136210405,1.24275017847381,0.533589761256961,0.7271954128166,-0.0781498154390251,-0.0793385428392012,-0.0511117819880588,-0.239254674163416,-0.267666070067145,-0.818500246810031,-1.37350171323308,0.200883679806258,-0.528429630450334,-0.00220665581383588,-0.322599408383315,0.0620048891833166,-0.625314650150671,-0.645282404304662,0.380476685584645,0.0856591718873547,0.130292668027305,-17917.3457394204
-1.47344104242199,-0.187880858577918,1.05714773369869,0.78454325646911,0.847448289613058,-0.0996368252587196,-0.0810726160508016,-0.0232214804280869,-0.594906336289345,-0.679204483637733,-1.14435071569189,-4.30589037718443,-0.178962365182418,1.24283217408079,0.533613397586397,0.727223069047479,-0.0781535764818763,-0.0793364326415829,-0.0511121280289011,-0.239272989484496,-0.267675462531794,-0.818486438040162,-1.37323181563642,0.200743818580886,-0.528465170910042,-0.00220827528007726,-0.322611419237874,0.0620257278976735,-0.625291761332572,-0.645280278801563,0.380340104143361,0.0856248503600938,0.130252255771468,-17917.3456566913
-1.47355299745839,-0.187916975688394,1.05687386470691,0.78466978545764,0.847433899295636,-0.099645911219275,-0.0810609508447045,-0.0231791119268907,-0.594881017961391,-0.679170582369553,-1.14423963539533,-4.30593102739175,-0.17896379981797,1.24282428906366,0.533575379428741,0.727213248911759,-0.078155815892744,-0.0793341521059593,-0.0511119184564468,-0.239289428472539,-0.267689432264355,-0.818462664078815,-1.37305772031928,0.200713867371291,-0.528484217293634,-0.00221151840659388,-0.322614444332514,0.0620404261145317,-0.625276416460464,-0.645267970002786,0.380251596199896,0.0856122964704786,0.130205032764215,-17917.345636635
-1.47364289823281,-0.187925439313486,1.05683927329708,0.78466405504976,0.847419289286976,-0.0996468668823449,-0.0810580235337159,-0.0231623362630215,-0.594891860764745,-0.679167673867037,-1.14425637531483,-4.30598929306799,-0.178964723783837,1.24280033626028,0.533544485366759,0.72720038771098,-0.0781564690063578,-0.0793331053891517,-0.051111700694088,-0.239296286690077,-0.267696668987533,-0.818449903150917,-1.37300248209321,0.200725641980434,-0.528488844861415,-0.00221334034210672,-0.322613793033352,0.0620455434523869,-0.625271320143158,-0.645260212360354,0.380223360563208,0.085611658303919,0.130182439593093,-17917.3456335194
-1.47366884440361,-0.187924523168418,1.05685953168033,0.784644687365712,0.847414793797899,-0.0996460902739037,-0.08105821820089,-0.0231602124434262,-0.594900263563975,-0.679170838311835,-1.14427862320281,-4.30601080422515,-0.178964966338616,1.2427904230903,0.533535339600014,0.727195808867805,-0.0781564785828609,-0.0793329276813131,-0.0511116298066763,-0.239297264679414,-0.267698146258416,-0.818447214942979,-1.37300009805017,0.200734987726146,-0.528488421929178,-0.00221375695085801,-0.322613138506329,0.0620459524011717,-0.625270978740498,-0.645258260997304,0.380222085564135,0.0856129836924186,0.130178185886107,-17917.3456332766
