session_id,respID,qID,profileID,altID,obsID,choice,time_start,time_min_total,time_min_vehicle_cbc,next_veh_budget,vehicle_type,powertrain,price,range_bev,range_phev,mileage,age,operating_cost,no_choice,range,operating_cost_text
e91e36daa3b0878431cacf3d7b5c679a,1,6,5451,2,6,0,2025-10-20T20:27:50Z,10.75,1.9166666666666667,5000,suv,phev,5000,0,40,0.25,1,12,0,40 miles on a full charge,12 cents per mile<br> ( 29.7 MPG equivalent)
e91e36daa3b0878431cacf3d7b5c679a,1,6,7046,3,6,0,2025-10-20T20:27:50Z,10.75,1.9166666666666667,5000,suv,phev,4500,0,20,0.6,0.2,18,0,20 miles on a full charge,18 cents per mile<br> ( 32.4 MPG equivalent)
e91e36daa3b0878431cacf3d7b5c679a,1,6,0,4,6,0,2025-10-20T20:27:50Z,10.75,1.9166666666666667,5000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
647298db30a2a6d8bbc0391b192e141c,2,1,6047,1,7,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,phev,45000,0,40,0.30000000000000004,0.4,15,0,40 miles on a full charge,15 cents per mile<br> ( 31.1 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,1,5029,2,7,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,bev,36000,150,0,0.25,0.8,12,0,150 miles on a full charge,12 cents per mile<br> ( 89.5 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,1,6991,3,7,1,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,gas,49500.00000000001,0,0,0.5,0.2,18,0,NA,18 cents per mile<br> ( 23.5 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,1,0,4,7,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
647298db30a2a6d8bbc0391b192e141c,2,2,4836,1,8,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,phev,49500.00000000001,0,40,0.45,0.6000000000000001,12,0,40 miles on a full charge,12 cents per mile<br> ( 29.7 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,2,2121,2,8,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,bev,36000,100,0,0.55,0.2,9,0,100 miles on a full charge,9 cents per mile<br> ( 97.2 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,2,625,3,8,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,bev,36000,100,0,0.4,0.8,3,0,100 miles on a full charge,3 cents per mile<br> (110.0 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,2,0,4,8,1,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
647298db30a2a6d8bbc0391b192e141c,2,3,2263,1,9,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,bev,45000,200,0,0.25,0.4,9,0,200 miles on a full charge,9 cents per mile<br> ( 97.2 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,3,5152,2,9,1,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,hev,49500.00000000001,0,0,0.4,0.8,12,0,NA,12 cents per mile<br> ( 34.4 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,3,6719,3,9,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,phev,45000,0,40,0.35000000000000003,1,15,0,40 miles on a full charge,15 cents per mile<br> ( 31.1 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,3,0,4,9,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
647298db30a2a6d8bbc0391b192e141c,2,4,3983,1,10,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,bev,45000,250,0,0.4,0.2,12,0,250 miles on a full charge,12 cents per mile<br> ( 89.5 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,4,6433,2,10,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,gas,36000,0,0,0.25,0.8,15,0,NA,15 cents per mile<br> ( 25.7 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,4,6051,3,10,1,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,gas,40500,0,0,0.35000000000000003,0.4,15,0,NA,15 cents per mile<br> ( 25.7 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,4,0,4,10,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
647298db30a2a6d8bbc0391b192e141c,2,5,5061,1,11,1,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,gas,45000,0,0,0.30000000000000004,0.8,12,0,NA,12 cents per mile<br> ( 27.8 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,5,4826,2,11,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,phev,40500,0,20,0.45,0.6000000000000001,12,0,20 miles on a full charge,12 cents per mile<br> ( 29.7 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,5,4253,3,11,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,phev,36000,0,20,0.25,0.4,12,0,20 miles on a full charge,12 cents per mile<br> ( 29.7 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,5,0,4,11,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
647298db30a2a6d8bbc0391b192e141c,2,6,5816,1,12,1,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,hev,49500.00000000001,0,0,0.30000000000000004,0.2,15,0,NA,15 cents per mile<br> ( 30.0 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,6,6398,2,12,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,phev,40500,0,20,0.6,0.6000000000000001,15,0,20 miles on a full charge,15 cents per mile<br> ( 31.1 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,6,5223,3,12,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,phev,45000,0,20,0.45,0.8,12,0,20 miles on a full charge,12 cents per mile<br> ( 29.7 MPG equivalent)
647298db30a2a6d8bbc0391b192e141c,2,6,0,4,12,0,2025-10-14T22:05:16Z,13.283333333333331,1.7333333333333334,45000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f4b05cb40b5b2d3944b674a78b501169,3,1,6897,1,13,1,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,gas,12000,0,0,0.55,0.8,12,0,NA,12 cents per mile<br> ( 30.2 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,1,4874,2,13,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,hev,12000,0,0,0.5,0.8,9,0,NA,9 cents per mile<br> ( 44.4 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,1,3384,3,13,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,hev,16500,0,0,0.6,1,6,0,NA,6 cents per mile<br> ( 48.7 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,1,0,4,13,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f4b05cb40b5b2d3944b674a78b501169,3,2,6215,1,14,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,bev,15000,200,0,0.2,0.6000000000000001,12,0,200 miles on a full charge,12 cents per mile<br> ( 95.3 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,2,3261,2,14,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,hev,12000,0,0,0.45,1,6,0,NA,6 cents per mile<br> ( 48.7 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,2,3444,3,14,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,bev,16500,200,0,0.2,0.2,9,0,200 miles on a full charge,9 cents per mile<br> (107.6 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,2,0,4,14,1,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f4b05cb40b5b2d3944b674a78b501169,3,3,4968,1,15,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,hev,16500,0,0,0.6,0.8,9,0,NA,9 cents per mile<br> ( 44.4 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,3,5759,2,15,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,gas,16500,0,0,0.6,0.2,12,0,NA,12 cents per mile<br> ( 30.2 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,3,3027,3,15,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,bev,15000,50,0,0.6,0.8,6,0,50 miles on a full charge,6 cents per mile<br> (122.0 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,3,0,4,15,1,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f4b05cb40b5b2d3944b674a78b501169,3,4,7189,1,16,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,phev,12000,0,10,0.4,1,12,0,10 miles on a full charge,12 cents per mile<br> ( 89.0 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,4,1943,2,16,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,hev,15000,0,0,0.6,0.2,6,0,NA,6 cents per mile<br> ( 48.7 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,4,5534,3,16,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,hev,12000,0,0,0.35000000000000003,0.2,12,0,NA,12 cents per mile<br> ( 40.0 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,4,0,4,16,1,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f4b05cb40b5b2d3944b674a78b501169,3,5,3920,1,17,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,bev,16500,100,0,0.30000000000000004,0.4,9,0,100 miles on a full charge,9 cents per mile<br> (107.6 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,5,4978,2,17,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,bev,13500,150,0,0.6,0.8,9,0,150 miles on a full charge,9 cents per mile<br> (107.6 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,5,7526,3,17,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,gas,13500,0,0,0.2,1,15,0,NA,15 cents per mile<br> ( 28.0 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,5,0,4,17,1,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f4b05cb40b5b2d3944b674a78b501169,3,6,6750,1,18,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,phev,13500,0,10,0.35000000000000003,0.8,12,0,10 miles on a full charge,12 cents per mile<br> ( 89.0 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,6,346,2,18,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,phev,13500,0,10,0.2,0.4,3,0,10 miles on a full charge,3 cents per mile<br> ( 62.5 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,6,2061,3,18,1,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,hev,12000,0,0,0.30000000000000004,0.4,6,0,NA,6 cents per mile<br> ( 48.7 MPG equivalent)
f4b05cb40b5b2d3944b674a78b501169,3,6,0,4,18,0,2025-10-14T22:04:53Z,10,1.9833333333333336,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
da711ca6896660021dfd4276c35de08e,4,1,3382,1,19,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,hev,4500,0,0,0.6,1,6,0,NA,6 cents per mile<br> ( 48.7 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,1,5937,2,19,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,bev,4000,50,0,0.35000000000000003,0.4,12,0,50 miles on a full charge,12 cents per mile<br> ( 95.3 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,1,6061,3,19,1,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,gas,4000,0,0,0.5,0.4,12,0,NA,12 cents per mile<br> ( 30.2 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,1,0,4,19,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
da711ca6896660021dfd4276c35de08e,4,2,3437,1,20,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,bev,4000,150,0,0.2,0.2,9,0,150 miles on a full charge,9 cents per mile<br> (107.6 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,2,56,2,20,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,bev,5500,250,0,0.25,0.2,3,0,250 miles on a full charge,3 cents per mile<br> (134.2 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,2,5660,3,20,1,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,phev,5500,0,30.000000000000004,0.45,0.2,12,0,30 miles on a full charge,12 cents per mile<br> ( 89.0 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,2,0,4,20,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
da711ca6896660021dfd4276c35de08e,4,3,7431,1,21,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,gas,5000,0,0,0.35000000000000003,0.4,15,0,NA,15 cents per mile<br> ( 28.0 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,3,7619,2,21,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,gas,5000,0,0,0.45,0.4,18,0,NA,18 cents per mile<br> ( 25.1 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,3,5714,3,21,1,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,hev,5000,0,0,0.55,0.2,12,0,NA,12 cents per mile<br> ( 40.0 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,3,0,4,21,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
da711ca6896660021dfd4276c35de08e,4,4,7574,1,22,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,gas,4500,0,0,0.35000000000000003,0.2,18,0,NA,18 cents per mile<br> ( 25.1 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,4,565,2,22,1,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,phev,4000,0,20,0.5,0.4,3,0,20 miles on a full charge,3 cents per mile<br> ( 62.5 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,4,5735,3,22,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,bev,5000,250,0,0.55,0.2,12,0,250 miles on a full charge,12 cents per mile<br> ( 95.3 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,4,0,4,22,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
da711ca6896660021dfd4276c35de08e,4,5,2875,1,23,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,bev,5000,150,0,0.4,0.8,6,0,150 miles on a full charge,6 cents per mile<br> (122.0 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,5,5804,2,23,1,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,hev,5500,0,0,0.2,0.4,12,0,NA,12 cents per mile<br> ( 40.0 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,5,1784,3,23,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,hev,5500,0,0,0.4,0.2,6,0,NA,6 cents per mile<br> ( 48.7 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,5,0,4,23,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
da711ca6896660021dfd4276c35de08e,4,6,6735,1,24,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,bev,5000,100,0,0.35000000000000003,0.8,12,0,100 miles on a full charge,12 cents per mile<br> ( 95.3 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,6,7628,2,24,1,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,gas,5500,0,0,0.55,0.4,18,0,NA,18 cents per mile<br> ( 25.1 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,6,1995,3,24,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,bev,5000,150,0,0.2,0.4,6,0,150 miles on a full charge,6 cents per mile<br> (122.0 MPG equivalent)
da711ca6896660021dfd4276c35de08e,4,6,0,4,24,0,2025-10-14T22:04:40Z,14.133333333333333,2.8333333333333335,5000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f230f4ac426a771a8d54e98560d38398,5,1,1935,1,25,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,phev,50000,0,30.000000000000004,0.55,0.2,6,0,30 miles on a full charge,6 cents per mile<br> ( 69.9 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,1,3863,2,25,1,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,gas,45000,0,0,0.25,0.4,9,0,NA,9 cents per mile<br> ( 33.1 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,1,1117,3,25,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,bev,40000,50,0,0.4,0.8,3,0,50 miles on a full charge,3 cents per mile<br> (134.2 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,1,0,4,25,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f230f4ac426a771a8d54e98560d38398,5,2,7339,1,26,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,gas,45000,0,0,0.6,1,12,0,NA,12 cents per mile<br> ( 30.2 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,2,3341,2,26,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,hev,40000,0,0,0.55,1,6,0,NA,6 cents per mile<br> ( 48.7 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,2,7691,3,26,1,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,gas,50000,0,0,0.45,0.8,18,0,NA,18 cents per mile<br> ( 25.1 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,2,0,4,26,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f230f4ac426a771a8d54e98560d38398,5,3,4287,1,27,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,phev,50000,0,10,0.25,0.6000000000000001,9,0,10 miles on a full charge,9 cents per mile<br> ( 80.2 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,3,3020,2,27,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,phev,55000.00000000001,0,40,0.55,0.8,6,0,40 miles on a full charge,6 cents per mile<br> ( 69.9 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,3,4232,3,27,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,bev,55000.00000000001,150,0,0.2,0.6000000000000001,9,0,150 miles on a full charge,9 cents per mile<br> (107.6 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,3,0,4,27,1,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f230f4ac426a771a8d54e98560d38398,5,4,6509,1,28,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,bev,40000,50,0,0.55,0.6000000000000001,12,0,50 miles on a full charge,12 cents per mile<br> ( 95.3 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,4,3604,2,28,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,hev,55000.00000000001,0,0,0.4,0.2,9,0,NA,9 cents per mile<br> ( 44.4 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,4,7565,3,28,1,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,gas,40000,0,0,0.25,0.2,18,0,NA,18 cents per mile<br> ( 25.1 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,4,0,4,28,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f230f4ac426a771a8d54e98560d38398,5,5,7690,1,29,1,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,gas,45000,0,0,0.45,0.8,18,0,NA,18 cents per mile<br> ( 25.1 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,5,459,2,29,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,phev,50000,0,20,0.35000000000000003,0.4,3,0,20 miles on a full charge,3 cents per mile<br> ( 62.5 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,5,3866,3,29,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,hev,50000,0,0,0.25,0.4,9,0,NA,9 cents per mile<br> ( 44.4 MPG equivalent)
f230f4ac426a771a8d54e98560d38398,5,5,0,4,29,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
f230f4ac426a771a8d54e98560d38398,5,6,3287,1,30,0,2025-10-20T20:24:51Z,17.733333333333334,4.3,50000,car,phev,50000,0,10,0.45,1,6,0,10 miles on a full charge,6 cents per mile<br> ( 69.9 MPG equivalent)
